gene_celltype,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,cell_type,gene,abs_lfc,expression_0.99
Dlk1_Aire-stage,0.9915,0.008500000000000008,4.770985187997555,3.8549948e-05,3.3262531e-06,0.0,0.25,3.4035647,3.5672314,1.2494075,-2.464673,7.59908,0.7177554379652495,0.03751290002379634,0.116001855112391,0.03476184352549925,0.4675056693868869,0.030692240528809943,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dlk1,3.4035647,0.8355074667930598
Dmbt1_Aire-stage,0.9774,0.02260000000000001,3.8451190540383147,1.9127321e-05,2.4572978e-06,0.0,0.25,3.2246673,3.2649815,1.8495913,-4.727465,9.4134445,0.20005425109424596,0.002294739066878923,0.06180392732600105,0.0017545878245310651,0.1443280857760601,0.001885793904288606,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dmbt1,3.2246673,0.5923177975416174
Dmkn_Aire-stage,0.9285,0.07150000000000001,2.5656737573299595,0.00016944038,8.355662e-05,0.0,0.25,1.4617395,1.5706027,2.0055442,-5.668199,8.193892,1.978213808385163,0.5838346185030896,0.3144873082751162,0.13841846669651892,1.344878089335469,0.5336964900567212,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dmkn,1.4617395,8.011896095275873
Dnah11_Aire-stage,0.9493,0.05070000000000002,2.9402438862053417,2.327028e-05,4.9795567e-06,0.0,0.25,1.9495456,2.0615673,1.7745676,-5.1591873,8.375677,0.13409578620459167,0.02142496097113084,0.05197989862347282,0.01754330170158021,0.09399842170104045,0.018687308290409238,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dnah11,1.9495456,0.7309000122547114
Dnah14_Aire-stage,0.9499,0.05009999999999998,2.9703002422235505,1.8554976e-05,2.3754728e-06,0.0,0.25,2.4191332,2.541829,2.2084274,-4.867326,9.870767,0.25749431607934825,0.023853834135497236,0.10324321214899138,0.0214461117032461,0.18983734133304447,0.018887100918222488,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dnah14,2.4191332,0.772896562218665
Dnah2_Aire-stage,0.9427,0.05730000000000002,2.8057571102746,2.5106172e-05,7.191982e-06,0.0,0.25,1.7538024,1.917758,1.5550255,-5.1712556,7.200151,0.24021192402638802,0.04236883892633024,0.13013556285122926,0.03708650126435217,0.17745893829896076,0.03754074998386765,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dnah2,1.7538024,0.6456261062622066
Dnai1_Aire-stage,0.9682,0.031799999999999995,3.4520992038074976,2.4200526e-05,3.009973e-06,0.0,0.25,2.6911616,2.8518338,1.617836,-4.137274,8.1648035,0.13262426643117184,0.01824931313958851,0.059726949071276736,0.017068410081777178,0.09401231361111598,0.013858318908448547,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dnai1,2.6911616,0.6670554387569423
Dock4_Aire-stage,0.9422,0.05779999999999996,2.809605768272327,3.8973914e-05,1.2924294e-05,0.0,0.25,1.7667522,1.8578651,1.4587488,-4.531531,6.263257,0.44689866676144696,0.13153424949588188,0.21479884048696496,0.08866859910010153,0.33552692842845067,0.1028079137384707,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dock4,1.7667522,1.1781214141845702
Dpp6_Aire-stage,0.9496,0.0504,2.958607952357431,2.2044846e-05,5.9902627e-06,0.0,0.25,1.8851113,1.9283991,1.2792109,-3.43184,6.740536,0.12329374643317446,0.032747755445851956,0.07945737090985033,0.02676198288959601,0.08568680502346081,0.02485066780387772,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dpp6,1.8851113,0.6397496128082263
Drc1_Aire-stage,0.9426,0.05740000000000001,2.8015333158957634,3.6635254e-05,1.1397202e-05,0.0,0.25,1.6673255,1.777761,1.766995,-5.762906,8.400314,0.23861136179833947,0.06763650336404295,0.094311246914239,0.047934404119270246,0.16589104432180818,0.06638279296638677,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Drc1,1.6673255,1.011897355318069
Dusp2_Aire-stage,0.9452,0.05479999999999996,2.868970210860601,2.8505252e-05,8.961582e-06,0.0,0.25,1.6983042,1.7632172,1.2972963,-3.8452082,6.518363,0.2900364020775017,0.0418064986431997,0.09160213010597748,0.025424756693514457,0.1951657243370648,0.0323142453462007,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Dusp2,1.6983042,0.7711171418428411
Ear1_Aire-stage,0.9731,0.026900000000000035,3.5950399298313562,3.2305477e-05,4.3337186e-06,0.0,0.25,2.985867,2.9752693,1.9537148,-4.873377,10.282085,0.24785743525191922,0.004189652385025775,0.060809162527543065,0.0021482221771348432,0.18189761832773946,0.004176015918072616,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ear1,2.985867,1.2138559246063219
Ecm1_Aire-stage,0.9854,0.014600000000000002,4.342600757877043,5.541851e-05,5.646838e-06,0.0,0.25,3.2126594,3.3238041,1.4287626,-2.669063,7.8080997,0.6092552831627265,0.046525726904515674,0.14298431763754194,0.03147217401991732,0.42054029843069063,0.03534757614882873,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ecm1,3.2126594,1.4686020076274868
Ecrg4_Aire-stage,0.9455,0.05449999999999999,2.854253460116743,2.365133e-05,6.70764e-06,0.0,0.25,1.908567,1.9953992,1.7501404,-5.176462,7.64459,0.31242684164403933,0.05779487543141716,0.0815035048705415,0.027289751339687286,0.20868935982583225,0.04345986588600387,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ecrg4,1.908567,0.7223859208822245
Ecscr_Aire-stage,0.9266000000000001,0.07339999999999997,2.5358340618521416,6.261789e-05,2.5561254e-05,0.0,0.25,1.4418309,1.4688294,1.2586043,-3.7152448,5.5382056,0.653261810725664,0.1917897241898386,0.26780168503782675,0.12508339156834924,0.432911309523478,0.16099652077979607,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ecscr,1.4418309,1.2790660989284506
Edn2_Aire-stage,0.9478,0.052200000000000024,2.8999470546172477,1.7523598e-05,3.6181332e-06,0.0,0.25,2.188755,2.2286203,1.7765863,-4.7457,8.708017,0.21823354873335502,0.029689474949611227,0.07133510470935703,0.022388665238056448,0.15421910407731465,0.02293600832479146,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Edn2,2.188755,0.5693401807546613
Ehd4_Aire-stage,0.9365,0.0635,2.698482226193674,3.6066012e-05,1.4270638e-05,0.0,0.25,1.2938583,1.3437183,0.848194,-1.9160471,4.098969,0.3843335584272797,0.12162632363204365,0.21634880257802042,0.10233462550206063,0.25252856450619826,0.09892512989057711,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ehd4,1.2938583,0.7088707417249674
Elmo1_Aire-stage,0.9713,0.028700000000000003,3.646680519809089,2.8545335e-05,6.912655e-06,0.0,0.25,2.0318484,2.0625029,1.0582865,-3.509007,6.1608214,0.20007042376961,0.02935413970589245,0.11660673253949089,0.025258896497854014,0.14713427761241663,0.025790144056837216,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Elmo1,2.0318484,0.7738729780912397
Elovl4_Aire-stage,0.9615,0.038500000000000034,3.220297296761311,7.208364e-05,1.85131e-05,0.0,0.25,2.0717387,2.1433449,1.2969823,-3.4889545,6.5075555,0.28746833617743306,0.04092224421727442,0.07689947345836379,0.015646580957234438,0.18202714962853955,0.027087570057360427,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Elovl4,2.0717387,1.7758480393886542
Engase_Aire-stage,0.9548000000000001,0.04519999999999996,3.05103010272203,2.3319455e-05,6.193065e-06,0.0,0.25,1.8707209,1.9232032,1.1977384,-3.4485865,5.7385755,0.17587435826194664,0.03988785804920709,0.10848538634148802,0.034475770259670885,0.13285881218702728,0.030017702786592746,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Engase,1.8707209,0.5778766804933546
Enpep_Aire-stage,0.9502,0.049799999999999955,2.9586079441453563,2.8754625e-05,6.0358616e-06,0.0,0.25,2.055719,2.1459446,1.5893223,-4.3314133,8.738341,0.16920409809783177,0.015529213621932884,0.074613170426394,0.012463972612032352,0.114365737811666,0.011509683843183764,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Enpep,2.055719,0.8266270196437822
Enpp2_Aire-stage,0.9641,0.03590000000000004,3.3006373796548023,3.59998e-05,8.055951e-06,0.0,0.25,2.3699975,2.4434454,1.5129751,-3.448474,6.887047,0.5123086164818564,0.021619970721233797,0.14248005943022424,0.01255838178901968,0.35944330081971165,0.017939989633008385,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Enpp2,2.3699975,0.8941836649179444
Epb41l1_Aire-stage,0.9339999999999999,0.066,2.6514735156537483,3.991581e-05,1.1938453e-05,0.0,0.25,1.6485277,1.7336764,1.2920063,-3.3074546,6.236608,0.15340155426189198,0.01871620593706433,0.07602866689024337,0.015954574072709598,0.10870104694706298,0.01580288053812396,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Epb41l1,1.6485277,0.9513604420423493
Epgn_Aire-stage,0.9515,0.04849999999999999,2.992787275711232,3.2149794e-05,6.6228454e-06,0.0,0.25,2.1482768,2.2370343,1.6601987,-4.449442,7.1069756,0.2839072486415197,0.017237885129835498,0.0536846632388987,0.007755319716774008,0.19575334802603267,0.012496085036409341,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Epgn,2.1482768,0.9655830550193778
Ephx1_Aire-stage,0.9380999999999999,0.06190000000000001,2.719930367548497,3.624598e-05,1.45021095e-05,0.0,0.25,1.3264797,1.3743458,0.8245179,-2.3166971,4.237543,0.26630890836474974,0.06876349128289858,0.15108382588168423,0.05584500866564701,0.1800342093423214,0.05297029963267875,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ephx1,1.3264797,0.7014422065019601
Epx_Aire-stage,0.9631000000000001,0.03689999999999999,3.302447220012885,3.0394029e-05,7.471277e-06,0.0,0.25,2.1130116,2.2489293,1.2826936,-4.055704,6.778198,0.3410238601193357,0.024237662239574853,0.11993990156360741,0.01673565138178886,0.25274563294024344,0.018299968203959485,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Epx,2.1130116,0.6737188249826416
Esyt1_Aire-stage,0.9355,0.0645,2.675163928126288,3.9855215e-05,1.4377301e-05,0.0,0.25,1.5041398,1.5142298,1.0612701,-2.8481202,5.6842003,0.4233736704390365,0.15516830829676317,0.24643327139618262,0.12647349459471902,0.2931966699956525,0.12257456033880393,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Esyt1,1.5041398,0.9936506128311147
Evc2_Aire-stage,0.9345,0.0655,2.6614819443526594,2.2006303e-05,6.0663315e-06,0.0,0.25,1.6730347,1.7078776,1.332578,-3.644155,5.89001,0.1351669112097849,0.05788643887353797,0.08077074709722264,0.05133936434281888,0.09511250547921014,0.046545270903619415,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Evc2,1.6730347,0.6058826708793632
Evpl_Aire-stage,0.9381999999999999,0.06180000000000002,2.724464047170435,1.8718658e-05,5.538037e-06,0.0,0.25,1.7335329,1.7876894,1.6161828,-5.3373675,8.194616,0.11378174383857381,0.020598736462954598,0.06782795837211453,0.01704545192346295,0.07639447884298696,0.015628254243421503,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Evpl,1.7335329,0.550097373127937
Faah_Aire-stage,0.935,0.065,2.666177959996422,5.5938715e-05,1.8735424e-05,0.0,0.25,1.6223454,1.7010198,1.456301,-4.3447995,6.352148,0.5227093414825579,0.18359381549516518,0.22369787931678375,0.12651837260268023,0.3710545601668822,0.14339121712883549,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Faah,1.6223454,1.5664960765838551
Fabp1_Aire-stage,0.9499,0.05009999999999998,2.9427826781453206,8.590943e-05,2.8834445e-05,0.0,0.25,2.0647783,2.2288105,2.0580873,-7.689099,8.741795,0.8418140938377376,0.18993422814517935,0.09956717272291409,0.032720144126472395,0.6318157702299981,0.18986546813934102,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fabp1,2.0647783,4.9113104653358395
Fabp3_Aire-stage,0.9870000000000001,0.012999999999999956,4.617481791914747,3.705491e-05,2.2003496e-06,0.0,0.25,3.7367606,3.9597523,1.3943076,-1.7534657,8.283852,0.8107047906660229,0.024399138465305927,0.08537477850940035,0.022240340922113442,0.5476938517574214,0.020065762483927923,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fabp3,3.7367606,0.9431622648239124
Fabp6_Aire-stage,0.9536,0.0464,3.0229446320482345,0.00021282767,4.8138296e-05,0.0,0.25,2.2387795,2.3245277,2.0087888,-5.687331,9.411662,6.045422895608125,0.5234674679435648,0.19261714464346888,0.08492803444169836,4.086604967794381,0.4009868685183949,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fabp6,2.2387795,5.333539505004881
Fabp9_Aire-stage,0.9386,0.06140000000000001,2.728890036625468,0.00014045123,6.463511e-05,0.0,0.25,1.2295356,1.2621522,3.0261323,-7.825462,10.772991,2.637166125043432,0.7015239064033174,0.21073383369202062,0.0938627189812205,1.8658863580848073,0.5884745488288066,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fabp9,1.2295356,8.590415945053085
Fam237b_Aire-stage,0.9476,0.0524,2.8950329624059608,3.232786e-05,6.2709414e-06,0.0,0.25,2.1394138,2.233412,2.039731,-4.782605,8.601682,0.36172846775328504,0.0646427133728155,0.10216041763852012,0.0542201709686741,0.2287394050901035,0.04968681268209449,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fam237b,2.1394138,1.0519873595237725
Fam25a_Aire-stage,0.985,0.015000000000000013,4.253976858063738,0.0001872271,1.48106465e-05,0.0,0.25,3.5515153,3.680121,1.6847835,-4.2293468,8.932066,3.917205731634875,0.06323272865825758,0.19581885015377037,0.011482463274253313,2.751858597278444,0.04281929231221467,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fam25a,3.5515153,4.51998650074005
Fancd2_Aire-stage,0.9571000000000001,0.042899999999999994,3.106733299315257,3.4094923e-05,6.043504e-06,0.0,0.25,2.4562998,2.485182,1.7953674,-4.0380993,8.981978,0.32021040166437204,0.043880693257930994,0.08586886826813603,0.031196945311282535,0.22165707024783948,0.036336417727462274,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fancd2,2.4562998,1.0927118778228748
Fank1_Aire-stage,0.9387,0.06130000000000002,2.7311718121758704,2.0848955e-05,4.748811e-06,0.0,0.25,1.8458135,1.9337523,1.3676372,-3.3082495,6.349722,0.13912113033636547,0.03361524310959132,0.0721022899443049,0.030459976892632794,0.09308888707171903,0.02900184794649132,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fank1,1.8458135,0.5802921390533446
Fap_Aire-stage,0.9449,0.05510000000000004,2.907168345021109,1.4280051e-05,4.02847e-06,0.0,0.25,1.8533692,1.8611331,1.4693522,-4.185028,6.473211,0.1645413802109787,0.027739877374977184,0.10269043591558023,0.024184785409286598,0.11671307888692489,0.02325003111688824,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fap,1.8533692,0.5662470442056649
Fars2_Aire-stage,0.9254,0.0746,2.5181175809513867,7.0609254e-05,0.00019633512,0.0,0.25,-1.3883028,-1.4317119,0.9709066,-4.2942977,2.571804,0.929666923266667,2.4874804201904652,0.4664646986812836,0.6966464322098829,0.6418537290198372,1.9374024672907653,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fars2,1.3883028,4.1315479707717895
Fbln1_Aire-stage,0.9821,0.017900000000000027,4.031828319742738,3.8731225e-05,4.0608275e-06,0.0,0.25,2.9618955,3.0384338,1.3873227,-2.2815351,7.4084992,0.18667697908756845,0.009633466272734923,0.06396026790085149,0.008125995911063557,0.11767296569367544,0.005625172879451823,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fbln1,2.9618955,1.253900320529937
Fbln5_Aire-stage,0.927,0.07300000000000001,2.542031377998989,2.8540637e-05,1.0514999e-05,0.0,0.25,1.3237641,1.4058485,1.6876011,-5.1215873,6.2383285,0.2252933573205419,0.1094430020072429,0.08227727538647608,0.08700042163023067,0.14889967927334608,0.08062824965950256,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fbln5,1.3237641,0.7493806582689284
Fez1_Aire-stage,0.9339999999999999,0.066,2.652459995713701,2.6376056e-05,9.203914e-06,0.0,0.25,1.5484393,1.6097395,1.4981464,-4.3207426,7.157683,0.21137289647483154,0.06896934559019523,0.06263730431910168,0.04030445056012506,0.13678491629314543,0.04709753586678765,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fez1,1.5484393,0.7002326691150657
Fgfbp1_Aire-stage,0.9493,0.05070000000000002,2.931915503533066,6.300768e-05,1.6471577e-05,0.0,0.25,2.124369,2.2017756,1.5695225,-3.5479069,6.9485908,0.6493974613160755,0.06461279470084165,0.1141327005782167,0.024384179129318916,0.4017458394277297,0.051997971404468754,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fgfbp1,2.124369,1.8460118579864497
Fhod3_Aire-stage,0.9572,0.04279999999999995,3.1085648390513425,2.7855982e-05,6.856816e-06,0.0,0.25,2.0124302,2.0780919,1.430028,-4.8099003,6.898024,0.2060980379833195,0.022709041145788214,0.08199609357258172,0.016635050808673238,0.1454501469329845,0.019721217729392462,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fhod3,2.0124302,0.7142746180295938
Fkbp11_Aire-stage,0.9678,0.032200000000000006,3.40429338104724,3.2299246e-05,5.3173176e-06,0.0,0.25,2.3266568,2.4593148,1.3273761,-2.9649615,5.810568,0.31430916674018683,0.05323350854343424,0.08959042360691534,0.04941453235269802,0.20774005460765987,0.0473271238327573,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fkbp11,2.3266568,0.8860197025537464
Flg_Aire-stage,0.9525,0.04749999999999999,2.99846852489239,6.152816e-05,2.0651813e-05,0.0,0.25,2.2067595,2.3122218,1.9297246,-7.0311327,8.466108,0.7326355582512181,0.3640344029348288,0.09949081251617889,0.05750080334326138,0.4723335509111092,0.265363874282563,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Flg,2.2067595,2.4322105360031046
Flt1_Aire-stage,0.9665,0.033499999999999974,3.42021761076922,3.5925234e-05,8.576704e-06,0.0,0.25,1.983427,2.1183326,1.1866537,-4.417077,6.0170956,0.44166850102251365,0.08568357704873292,0.175333832588018,0.06515809903065015,0.3148477086145245,0.07486367046910596,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Flt1,1.983427,0.8229078692197795
Flt3_Aire-stage,0.9326,0.06740000000000002,2.6273356084433668,1.6974109e-05,5.1020506e-06,0.0,0.25,1.7816732,1.8532567,1.684741,-5.2237773,7.1320844,0.11348438934931515,0.03282359043445442,0.062034509002902145,0.02646714168390893,0.0832609798834667,0.02663059934221574,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Flt3,1.7816732,0.5052129513025283
Fmo1_Aire-stage,0.9808,0.019199999999999995,3.9343262519029656,5.127058e-05,5.259458e-06,0.0,0.25,3.070068,3.2183704,1.4406388,-2.464716,7.6999736,0.3891589230702648,0.041597567865777126,0.10535553786783516,0.03746259973723851,0.26245312140896204,0.03350794742744566,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fmo1,3.070068,1.3933223092555997
Fmo2_Aire-stage,0.9722999999999999,0.027700000000000002,3.5847673127935034,8.812096e-05,1.0692476e-05,0.0,0.25,3.0136137,3.169436,1.9405081,-4.7409706,8.888956,0.815678420973579,0.024890796847294935,0.07999905869218846,0.012428631661461537,0.5510054867271406,0.01986581133485974,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fmo2,3.0136137,2.359894478321075
Fn1_Aire-stage,0.9298,0.07019999999999998,2.5839480317871057,0.00010018109,3.4758967e-05,0.0,0.25,1.5154012,1.5958564,1.6781979,-4.6666784,7.488548,1.3710659119805508,0.3732820029420276,0.3832291680688719,0.19653602538826306,1.012219965805359,0.312332956584607,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fn1,1.5154012,2.9604147601127595
Foxo4_Aire-stage,0.9384,0.06159999999999999,2.749151536644861,1.7256902e-05,3.6510764e-06,0.0,0.25,1.8832879,1.8157485,1.4526309,-3.2025146,7.84482,0.11392187474427576,0.034495113565587265,0.06175032507561686,0.03159315620761674,0.07833644421141275,0.028166315269417565,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Foxo4,1.8832879,0.6903637695312488
Fstl1_Aire-stage,0.9375,0.0625,2.708724621026556,7.181344e-05,3.126728e-05,0.0,0.25,1.5872369,1.7211165,1.5945306,-5.1864033,6.5584044,0.3527593150494309,0.09891728248625532,0.13536064436587095,0.056814135211169445,0.2391785311534836,0.07509515565009009,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fstl1,1.5872369,1.9767167270183557
Fxyd3_Aire-stage,0.9574,0.04260000000000003,3.1293835751554595,0.00025826442,7.343438e-05,0.0,0.25,1.9987278,2.0943685,1.4875708,-3.890427,7.132294,3.7002442558191575,0.51969829211299,0.5378174771226977,0.16898961952832536,2.436634588440216,0.40773739954400795,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fxyd3,1.9987278,9.284679317474362
Fxyd5_Aire-stage,0.9278,0.07220000000000004,2.5533760186929015,2.6232441e-05,1.17719865e-05,0.0,0.25,1.3746455,1.4984827,1.2126536,-3.5711312,5.503977,0.2691797519266551,0.1091218569819795,0.1342991067550555,0.0763485668340827,0.17812340819319805,0.09023223404252649,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Fxyd5,1.3746455,0.6822369074821466
Gabarapl1_Aire-stage,0.9534,0.046599999999999975,3.0195467846827007,5.4933138e-05,1.8521027e-05,0.0,0.25,1.5825479,1.5843053,0.90416527,-2.1451368,4.8350906,0.5360919398194474,0.1646511044450848,0.2643630546755546,0.12466291501389792,0.36925387016291256,0.12506346304085797,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gabarapl1,1.5825479,1.1128631788492194
Gabrp_Aire-stage,0.958,0.04199999999999998,3.1895920700030964,3.8134778e-05,9.106505e-06,0.0,0.25,1.9807858,2.000761,1.4223455,-4.2908053,8.467802,0.22215542250920683,0.015794905273177465,0.08670883054222325,0.01056286789775721,0.1441862056123376,0.015037039680309647,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gabrp,1.9807858,1.02502802968025
Gal_Aire-stage,0.9958,0.0041999999999999815,5.511037504455307,0.00010292319,4.8015518e-06,0.0,0.25,4.414852,4.49226,1.4906907,-2.4539165,9.58032,3.3709655348666883,0.014889230924000884,0.13837970517115983,0.0069115593288803494,2.0763673139348438,0.011118899750994686,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gal,4.414852,2.3559789228439296
Galk1_Aire-stage,0.9474,0.05259999999999998,2.9775743771752605,3.6338664e-05,1.2628172e-05,0.0,0.25,1.5648538,1.6068306,1.008733,-3.2281337,5.303618,0.34356926490542283,0.12097291983318782,0.1947911589503794,0.09561703761461601,0.21694148440127808,0.08584621144951315,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Galk1,1.5648538,0.7879998147487621
Gast_Aire-stage,0.9854,0.014600000000000002,4.2366357615429315,4.8309717e-05,3.333007e-06,0.0,0.25,3.7957997,3.840813,2.0923934,-5.4782667,11.710898,1.09937048587462,0.03946868899455866,0.0860033338953417,0.033972767394092766,0.6914491305931122,0.02928269405516853,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gast,3.7957997,1.202213674783706
Gata4_Aire-stage,0.9671,0.03290000000000004,3.4046476714387595,2.6437132e-05,4.542746e-06,0.0,0.25,2.6348882,2.6391294,1.6190794,-3.8568802,8.336302,0.15183275633036758,0.015690689847663968,0.07458382718905626,0.013002316428181268,0.10751363313050566,0.013888293177355411,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gata4,2.6348882,0.7029828202724453
Gatm_Aire-stage,0.9796,0.020399999999999974,3.8723781369112977,5.7204466e-05,3.873451e-06,0.0,0.25,4.144807,4.1601744,2.380023,-3.946734,11.392269,1.2925531415228204,0.018912253995834755,0.10303330631754093,0.008284895593064225,0.868852952684571,0.012162577589292624,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gatm,4.144807,1.7057301759719843
Gbp2b_Aire-stage,0.9530000000000001,0.046999999999999986,3.0095032283642618,2.2012826e-05,5.6857234e-06,0.0,0.25,2.1364007,2.0958629,1.3743603,-2.777052,7.1318727,0.1419389527020909,0.0661501837344869,0.054939352951595466,0.04307304293813957,0.0978261960677146,0.04466738703575186,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gbp2b,2.1364007,0.6197355985641472
Gbp3_Aire-stage,0.9357,0.06430000000000002,2.685304520507585,3.4169192e-05,1.1527642e-05,0.0,0.25,1.6394948,1.6116331,1.3907851,-4.005461,6.650627,0.23473050076510288,0.04567758254669263,0.12469156916496432,0.036121758688759095,0.1564233394175182,0.030849208996182743,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gbp3,1.6394948,0.944311617016792
Gcg_Aire-stage,0.9588,0.041200000000000014,3.1579426968617104,4.2540632e-05,1.0091078e-05,0.0,0.25,2.174942,2.1960893,1.6944796,-5.8063316,8.938872,0.8029673276125969,0.13108077779933,0.08208862645468123,0.06680331834220686,0.5464080917987193,0.09618835502246426,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gcg,2.174942,1.025739055871963
Ghrh_Aire-stage,0.9814,0.018600000000000005,3.997363772085628,2.5530386e-05,3.1810537e-06,0.0,0.25,2.843261,2.9684548,1.3881767,-3.0291977,8.185409,0.3877733508979577,0.024268619220216305,0.10338276200048835,0.019756783501259863,0.24875912822334456,0.020627080507970207,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ghrh,2.843261,0.6219083732366559
Gip_Aire-stage,0.9843,0.015699999999999992,4.138776637140824,5.60139e-05,4.2180695e-06,0.0,0.25,3.7002492,3.8162565,1.7937686,-3.5306497,9.0194235,1.2100330338999612,0.00809865378281998,0.12663350073827798,0.004729803627373633,0.8182288968585054,0.007297246503197864,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gip,3.7002492,1.5646237182617173
Glul_Aire-stage,0.9619,0.03809999999999997,3.2288645026811174,9.5166935e-05,1.9960406e-05,0.0,0.25,2.0961103,2.1773703,1.3197005,-3.7668734,6.4000387,0.6688750277332363,0.12296870291558616,0.21084462136038454,0.08615227727240762,0.4396470023867146,0.0910802614169599,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Glul,2.0961103,2.5386840033531177
Gm13539_Aire-stage,0.9397,0.06030000000000002,2.746624342844953,6.0043756e-05,1.7170183e-05,0.0,0.25,1.7552166,1.8285329,2.2081265,-6.8756833,8.335516,0.7488058125563719,0.1253294707225414,0.228823842668339,0.06839539163233946,0.53133552491747,0.10058570055372082,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Gm13539,1.7552166,2.0134159684181183
