gene_celltype,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,cell_type,gene,abs_lfc,expression_0.99
Abcg2_Aire-stage,0.9656,0.03440000000000004,3.343703016936372,2.5270783e-05,4.9118466e-06,0.0,0.25,2.31165,2.3453608,1.4685588,-3.7833276,6.8014665,0.22493639635411694,0.05830483881065491,0.10977450351581387,0.049800167882974575,0.1491497632156658,0.04285642883485036,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Abcg2,2.31165,0.7054172194004058
Ablim2_Aire-stage,0.9619,0.03810000000000002,3.2453442130960704,1.9333696e-05,3.6108058e-06,0.0,0.25,2.152678,2.247859,1.320328,-3.0449085,6.474877,0.17896944032568457,0.02306037403416138,0.07305303988675635,0.02120956960644405,0.12958310997491226,0.02096231339783858,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ablim2,2.152678,0.5537669473886488
Acaca_Aire-stage,0.9521999999999999,0.04780000000000001,3.024218690326,5.2611842e-05,1.2016599e-05,0.0,0.25,1.8869157,1.8851624,1.1653098,-2.3941908,5.7524333,0.6050941603180886,0.12807022104591667,0.27423443929576674,0.11029037724753436,0.4217279774318173,0.10297872011081866,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Acaca,1.8869157,1.5500292408466319
Acot1_Aire-stage,0.9412,0.05880000000000002,2.7732211196045897,3.808165e-05,1.2469371e-05,0.0,0.25,1.8914627,1.9628682,1.5404236,-3.77494,6.6406503,0.3431632048586999,0.07069478386028372,0.16570145493067578,0.05014092540529011,0.22634201429958511,0.053828939388605945,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Acot1,1.8914627,1.0387695741653435
Acoxl_Aire-stage,0.972,0.02799999999999997,3.5484014743692907,2.0707224e-05,2.4830515e-06,0.0,0.25,2.8212905,2.9969754,1.78585,-4.617441,8.414217,0.21555735833002682,0.004409427719641894,0.054225769967031864,0.0025480479258669156,0.15629836441773667,0.003164674253774994,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Acoxl,2.8212905,0.5583706516027442
Acp5_Aire-stage,0.9679,0.03209999999999996,3.4748837272867634,3.0541392e-05,5.459837e-06,0.0,0.25,2.334951,2.4268758,1.5052879,-4.079321,7.769547,0.26665720193928844,0.036289426310618496,0.10417570730517811,0.029974509906772112,0.17637760968720423,0.02788830037934296,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Acp5,2.334951,0.7923330289125442
Acta2_Aire-stage,0.9544,0.045599999999999974,3.0423374643694063,6.907056e-05,1.5923564e-05,0.0,0.25,2.2641058,2.2949378,1.7943654,-4.5562935,7.972213,0.823518779042423,0.08396098451351067,0.1819576568369401,0.03907582375948635,0.5440075158973787,0.05287280459878207,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Acta2,2.2641058,1.8949983048438999
Ada_Aire-stage,0.9447,0.055300000000000016,2.838682901630995,4.22551e-05,1.4480989e-05,0.0,0.25,1.874438,1.9713733,1.495801,-4.6218357,6.366544,0.34626821326510127,0.15050584090926905,0.12295087603121396,0.10115733729664703,0.2379301862752704,0.12394430277735843,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ada,1.874438,0.9789858067035672
Adcy3_Aire-stage,0.9587,0.0413,3.160556941835991,2.0395139e-05,4.219579e-06,0.0,0.25,2.2260895,2.3030095,1.3604057,-3.7924652,6.006903,0.13423591711029348,0.03148198026844348,0.07200317178121868,0.027679770839893203,0.09094233066145867,0.02708092555471678,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Adcy3,2.2260895,0.5641195303201664
Adcyap1_Aire-stage,0.9311,0.06890000000000002,2.6056509680819255,2.8115432e-05,7.922551e-06,0.0,0.25,1.4673694,1.517384,2.0539396,-6.503959,8.351604,0.23147577405862174,0.08997744485927209,0.05295490757897075,0.07290903477749477,0.17015970746371317,0.0733299624313693,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Adcyap1,1.4673694,1.1730312788486446
Adh6a_Aire-stage,0.95,0.04999999999999999,2.966492748448843,2.4447283e-05,5.0158524e-06,0.0,0.25,2.1375055,2.2249498,1.913888,-5.629573,9.1451435,0.31863143528426596,0.03249702313059439,0.09871195777595301,0.02448220315870411,0.19922988561057542,0.026337171376862627,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Adh6a,2.1375055,0.8745944392681105
Adipoq_Aire-stage,0.9657,0.0343,3.33805152000778,2.1175963e-05,3.4021887e-06,0.0,0.25,2.7908518,2.8571827,2.0529227,-5.8498993,9.770971,0.22821087890355823,0.027736262522579325,0.07833472576517331,0.020290743347479427,0.1614495748102721,0.020900345480822525,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Adipoq,2.7908518,0.6529419803619378
Aipl1_Aire-stage,0.9884,0.0116,4.447464987117536,2.093265e-05,8.4981696e-07,0.0,0.25,4.3614492,4.5470915,1.8505807,-3.150714,11.285639,0.3030738057956094,0.003555091965690591,0.07306262728113394,0.003555091965690591,0.2100129260316586,0.0029599360136723747,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aipl1,4.3614492,0.5951689100265489
Ak7_Aire-stage,0.9447,0.055300000000000016,2.839466561269835,2.8191727e-05,6.1423198e-06,0.0,0.25,1.9224102,2.0501487,1.7379694,-4.307319,7.648368,0.13022717573083784,0.02183174723352266,0.058409069713818124,0.019172523368482488,0.09309484212644745,0.018092454401818343,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ak7,1.9224102,0.8415147536993022
Akr1b1_Aire-stage,0.9526,0.0474,3.0128798851107312,3.6437712e-05,1.03276e-05,0.0,0.25,1.7542341,1.77246,1.1336901,-3.147501,5.9359875,0.35014965535254267,0.10991247134844917,0.1788829116703669,0.09219711805508016,0.23225742220896803,0.08223476141018082,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Akr1b1,1.7542341,1.0273054361343377
Akr1c18_Aire-stage,0.9786,0.021399999999999975,3.823824068798566,4.561415e-05,3.2824569e-06,0.0,0.25,3.6202574,3.8332772,2.325919,-5.296338,10.226414,0.7022513138846107,0.006147248781987023,0.05944576725738239,0.003969877050409656,0.48422584065310925,0.003884918789065654,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Akr1c18,3.6202574,1.5024460542201994
Aldh1l1_Aire-stage,0.9783,0.021699999999999997,3.8103004779033327,2.7460752e-05,5.7292837e-06,0.0,0.25,2.2382977,2.2778797,1.0165159,-1.8182287,5.8118243,0.13083447421712388,0.025640148058201227,0.0671179585551466,0.0226252073348585,0.08909492322680157,0.0199266069609272,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aldh1l1,2.2382977,0.5629714322090147
Aldh2_Aire-stage,0.9359999999999999,0.064,2.6860285387723235,6.124797e-05,2.2871014e-05,0.0,0.25,1.4487326,1.5070035,1.0368123,-3.4613295,5.317132,0.45683440313483015,0.1196122355523963,0.21356690873061923,0.08892886847274944,0.30414135508246565,0.09640710056376894,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aldh2,1.4487326,1.4134245491027797
Aldh3a1_Aire-stage,0.9924999999999999,0.007500000000000007,4.896194949001478,4.0835126e-05,3.3530232e-06,0.0,0.25,3.5263212,3.6538036,1.3415213,-2.3161535,7.5599895,0.2596925893993053,0.011011186506848146,0.08025389938213595,0.009987375704838534,0.17175990230189803,0.010026318837753935,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aldh3a1,3.5263212,1.0166999864578232
Aldob_Aire-stage,0.978,0.021999999999999964,3.797117078620178,5.3345982e-05,5.5383543e-06,0.0,0.25,3.4707048,3.566742,2.096271,-5.1255884,10.408469,0.5677069538339858,0.015693266391394373,0.09270259834850847,0.006562033866706087,0.4010149869311497,0.015411370969602671,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aldob,3.4707048,1.4370234513282762
Alox12b_Aire-stage,0.9790000000000001,0.020999999999999963,3.8644451201597576,3.4285993e-05,4.7156373e-06,0.0,0.25,2.830275,2.8967242,1.5049863,-3.8697205,8.077982,0.2931168125225707,0.00808188702063404,0.09960101913033811,0.0067880005974505,0.20210559270673278,0.006708209690094327,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Alox12b,2.830275,0.8143268239498131
Alox8_Aire-stage,0.9665,0.033499999999999974,3.373846370231897,2.6622285e-05,4.9794457e-06,0.0,0.25,2.2198248,2.284418,1.1718764,-2.7989383,5.679314,0.30311181642483404,0.051938583811583276,0.12319162615669757,0.046400360746886804,0.2090606958327521,0.04425301515626248,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Alox8,2.2198248,0.6753603076934812
Alpl_Aire-stage,0.9724999999999999,0.027500000000000024,3.566801428904496,3.1874933e-05,3.5233509e-06,0.0,0.25,3.1133597,3.2559414,2.0842853,-5.102109,10.31143,0.45695119502997394,0.008504670927680343,0.1038702664782373,0.00638379087878908,0.31974223733664714,0.007599452153866049,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Alpl,3.1133597,0.8873306167125699
Ambp_Aire-stage,0.9612,0.0388,3.2123684594467887,2.5402871e-05,4.253322e-06,0.0,0.25,2.432415,2.6104324,1.8961902,-4.723017,8.689182,0.30265815835450893,0.0029857911689002105,0.0733438090950283,0.0013777202341132236,0.20745670752968187,0.0032477548067439957,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ambp,2.432415,0.7413802456855774
Ang_Aire-stage,0.9431,0.056900000000000006,2.828655333826437,3.189705e-05,9.244863e-06,0.0,0.25,1.7829878,1.8875673,1.571076,-4.800252,7.810344,0.22313343357809562,0.03349787577428977,0.10558311743134534,0.025252705101725725,0.15261862803553078,0.029075868340749315,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ang,1.7829878,0.8087058705091471
Ang4_Aire-stage,0.9486,0.0514,2.9282016261797574,0.00011138132,3.369688e-05,0.0,0.25,1.8067566,2.0091703,1.8510276,-6.5615435,7.263406,2.2450009727815754,0.23061327739900458,0.1725130081089014,0.04176238975277011,1.5841250608451891,0.17570978712796095,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ang4,1.8067566,2.8219755601882923
Ank2_Aire-stage,0.9568,0.043200000000000016,3.218147293452424,6.346417e-05,1.925145e-05,0.0,0.25,1.7720773,1.8283033,1.0827342,-3.0391707,5.7919536,0.7924136885136989,0.1998718804016085,0.3596942454037951,0.15058425244160217,0.5655245684560841,0.16376531968648023,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ank2,1.7720773,1.5105083549022649
Ano10_Aire-stage,0.9676,0.032399999999999984,3.4280778216757266,3.8190472e-05,1.0506204e-05,0.0,0.25,1.774337,1.8045602,0.8928458,-1.6531053,4.7981925,0.36849324606803274,0.10183135344534672,0.21233405697178234,0.09227733701361213,0.2501278706230184,0.08616757277595834,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ano10,1.774337,0.8253006571531291
Anxa8_Aire-stage,0.9622999999999999,0.03770000000000001,3.252045474954916,5.93402e-05,1.49854495e-05,0.0,0.25,2.0352154,2.084585,1.4169009,-4.3336225,6.6831274,0.3041991141053915,0.02338874876422039,0.08151817648921036,0.0107596850740591,0.19138716565870845,0.015331311044233725,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Anxa8,2.0352154,1.5385858774185173
Aox3_Aire-stage,0.9674,0.03260000000000002,3.40636410735182,1.7338169e-05,2.3681466e-06,0.0,0.25,2.639155,2.7620234,1.7670665,-4.2357416,8.260529,0.2376737824178613,0.0093571992554327,0.06803127892257818,0.007018351298124262,0.1643503658798997,0.006493499085233239,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aox3,2.639155,0.5158037918806075
Aox4_Aire-stage,0.97,0.030000000000000027,3.5057335306295667,5.4415104e-05,1.0889169e-05,0.0,0.25,2.306666,2.3802636,1.3035492,-3.2830048,6.4543986,0.36528079105494293,0.04016051021411145,0.12832209267833955,0.03079092816642218,0.26678872379541363,0.030947651904911798,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aox4,2.306666,1.277356370687484
Apoa1_Aire-stage,0.9813000000000001,0.018699999999999994,3.96669756093439,9.2047056e-05,8.197683e-06,0.0,0.25,3.6603503,3.9055085,2.0073254,-6.390311,10.100412,2.616363900303103,0.03675012771196609,0.12998792666205006,0.014028703773921281,1.625692571091826,0.03714934252098351,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apoa1,3.6603503,2.371061513423917
Apoa2_Aire-stage,0.9571000000000001,0.042899999999999994,3.1259926728883753,4.7623078e-05,1.0360528e-05,0.0,0.25,2.118663,2.2317638,1.463615,-4.545588,7.596287,0.8464434011078199,0.11322406070367788,0.16219280753673782,0.07971999353325956,0.5435563164989576,0.09041949219750237,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apoa2,2.118663,1.209719365835189
Apoa4_Aire-stage,0.9808,0.019199999999999995,3.9369407759201804,0.0001396559,2.3906407e-05,0.0,0.25,3.182077,3.3144057,1.7698451,-5.2178307,9.299862,2.122259131000501,0.26211121685622607,0.2643412167216934,0.08426690101165119,1.4530235834917753,0.23642763477990597,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apoa4,3.182077,4.5800452160835246
Apob_Aire-stage,0.9682,0.031799999999999995,3.4340773622976553,4.154813e-05,5.3927165e-06,0.0,0.25,3.1356354,3.275282,2.2840765,-6.3389206,10.899235,0.8272563133718303,0.03431067918154204,0.057914979955082456,0.007422561016785683,0.623040830885444,0.026689888220748796,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apob,3.1356354,1.3894676744937886
Apoc3_Aire-stage,0.97,0.030000000000000027,3.5040636254172073,8.194594e-05,2.0913416e-05,0.0,0.25,2.8927422,3.095035,2.2834816,-7.24412,10.198811,1.02278308694537,0.12489507314076999,0.16549213015343,0.030927638807640108,0.7152714877770892,0.12731286567010117,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apoc3,2.8927422,4.067605178356159
Apod_Aire-stage,0.9641,0.03590000000000004,3.2921689011498407,9.693388e-05,1.8377566e-05,0.0,0.25,2.6383376,2.7362468,1.8468478,-5.386852,9.259378,1.5148831708205384,0.19475924852294849,0.21602718907571516,0.08237740997210091,1.1223960104311508,0.16410856904705162,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apod,2.6383376,2.4087579965591424
Apoe_Aire-stage,0.9536,0.0464,3.024067269559895,0.00023568525,6.443585e-05,0.0,0.25,2.1612024,2.2708673,1.7932489,-4.488185,7.614279,2.6105345224155503,0.482150858712032,0.321356385819609,0.11351271051323666,1.7288968640179183,0.38030811633830713,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apoe,2.1612024,7.375748925209033
Apol9a_Aire-stage,0.9480999999999999,0.0519,2.9089028407575706,4.2723244e-05,9.83658e-06,0.0,0.25,1.9802985,2.1101022,1.5946255,-4.1798706,7.127365,0.1495509564684842,0.014493020027666696,0.0603216580497941,0.01231564829608933,0.09883140702713339,0.011567597317511249,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Apol9a,1.9802985,1.068042969703674
Aqp3_Aire-stage,0.9759,0.02410000000000001,3.7084362722490027,0.000111922855,2.1255364e-05,0.0,0.25,2.814265,2.988256,1.4560919,-3.520523,7.3411484,1.4242820034245363,0.16877811220717182,0.2529762322682827,0.08275969984111539,0.9590385595073028,0.1475945992749782,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Aqp3,2.814265,2.8268635416030854
Areg_Aire-stage,0.9309000000000001,0.0691,2.6012482940364303,4.9059287e-05,1.3175617e-05,0.0,0.25,1.7616519,1.8253672,1.5954149,-4.419432,7.4777946,0.6752221733383483,0.0662923166543017,0.09358807653529774,0.02917666583550691,0.4239717462817351,0.05571080621280297,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Areg,1.7616519,1.7319406723976125
Arg1_Aire-stage,0.9474,0.05259999999999998,2.900433445390603,5.0889816e-05,1.3961595e-05,0.0,0.25,1.9734284,2.0825775,1.9739234,-5.8730316,9.242119,0.27663545211198226,0.03372899559249505,0.059005279749030956,0.0133288837320413,0.18767300233331435,0.027999890953321213,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Arg1,1.9734284,1.7413297939300512
Armcx2_Aire-stage,0.9388,0.06120000000000003,2.7318181796202143,2.8759507e-05,7.445785e-06,0.0,0.25,1.7338269,1.7812886,1.3206933,-3.3268728,6.7894893,0.14181349341505795,0.0333036351417183,0.060207868268039026,0.02856325614828702,0.09377669942661426,0.02732179589086063,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Armcx2,1.7338269,0.7916835469007484
Ass1_Aire-stage,0.9719,0.028100000000000014,3.55765860076239,3.5770812e-05,5.4725024e-06,0.0,0.25,2.60497,2.7131834,1.3864077,-3.6333518,7.0316257,0.28713471422156334,0.03717033507528189,0.08136695713243539,0.029031956371961765,0.19496925857046105,0.02775361011367247,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Ass1,2.60497,0.835681504011154
Avp_Aire-stage,0.9928,0.007199999999999984,4.966594655008102,5.7266472e-05,2.5934853e-06,0.0,0.25,4.7864423,4.72857,2.1776242,-4.5955095,11.832174,1.837206382415593,0.0009673191193235089,0.0695084639744939,0.0008772939122655326,1.1685988967814596,0.0005322471408218856,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Avp,4.7864423,1.4074663400650023
Bambi_Aire-stage,0.9608,0.03920000000000001,3.2482097459838557,3.714853e-05,3.8173357e-06,0.0,0.25,2.8009572,2.8754926,1.861659,-3.7728834,8.937328,0.30478941675619,0.015039362666142843,0.06393901100119598,0.013318308365983654,0.20447399651795808,0.010635867474598687,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bambi,2.8009572,1.2971266996860495
Barx1_Aire-stage,0.96,0.03999999999999998,3.2028168126726104,2.3895338e-05,7.1507693e-06,0.0,0.25,2.3002515,2.3367805,1.7482507,-4.2633376,9.664591,0.14937489704445803,0.07492646851840429,0.06759887775190888,0.04822020819396268,0.08470338428123791,0.04428925925112321,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Barx1,2.3002515,0.7404143601655944
Bcam_Aire-stage,0.9590000000000001,0.04099999999999998,3.1529010352866838,4.119711e-05,1.067568e-05,0.0,0.25,1.9205568,1.9968727,1.1970268,-2.7331629,5.9515743,0.19874387702026478,0.041825072831584556,0.10102159981847879,0.030992129312653428,0.1299519246777296,0.029088319531322637,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bcam,1.9205568,0.9215770173072813
Bco1_Aire-stage,0.9465,0.05349999999999999,2.8738576458295793,1.971059e-05,3.366959e-06,0.0,0.25,2.106937,2.1647806,1.4606825,-3.386332,6.9751635,0.19904723573630528,0.034812912929588574,0.08721909297632321,0.03312539215380125,0.13178472804314534,0.029180893135056653,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bco1,2.106937,0.6805227899551388
Bglap_Aire-stage,0.9931000000000001,0.006899999999999962,5.118032593292609,3.2848242e-05,2.152645e-06,0.0,0.25,3.8928084,3.914042,1.5541561,-2.4811745,9.155656,0.6923765397815378,0.0032788249483883688,0.06466876666112392,0.0026716066572967647,0.43150569698763186,0.0022989825854766487,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bglap,3.8928084,0.78514333486557
Bgn_Aire-stage,0.9879,0.0121,4.52781555653498,2.9545543e-05,2.1357234e-06,0.0,0.25,3.6334982,3.8404996,1.4758215,-2.940364,9.078683,0.31935392776663396,0.0052258459792919746,0.059384078669316026,0.00459566952988614,0.23537453663655877,0.0039524253010270695,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bgn,3.6334982,0.6504285585880278
Bpifa1_Aire-stage,0.9609,0.039100000000000024,3.2520025837570063,0.00012965596,2.4560519e-05,0.0,0.25,2.4626858,2.5242987,1.9164321,-6.3536863,9.8861065,2.0540255483723158,0.3994400747459168,0.2163538868023115,0.07994722930793165,1.4203932716530199,0.3769088515222548,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bpifa1,2.4626858,5.799320588111874
Bpifb1_Aire-stage,0.9796,0.020399999999999974,3.950602664026258,2.3137214e-05,2.743826e-06,0.0,0.25,3.059205,3.1867666,1.5698099,-3.341504,8.413498,0.3081467479509852,0.002294739066878923,0.09248310512268045,0.0017378210623451285,0.2137495586825445,0.0022954483910791407,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bpifb1,3.059205,0.5763755136728281
Bpifb2_Aire-stage,0.9621999999999999,0.0378,3.2899495332779995,2.2298318e-05,4.2146157e-06,0.0,0.25,2.38908,2.483404,1.6338447,-4.870611,8.866955,0.18817183787154412,0.015458531720791261,0.07089311614431011,0.01125211257357955,0.13661484264472332,0.01150656305563005,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Bpifb2,2.38908,0.5891710108518597
C1qa_Aire-stage,0.9543,0.04569999999999996,3.0425259399533138,2.7687833e-05,5.433595e-06,0.0,0.25,2.2142396,2.2659302,1.5612874,-3.0807142,7.710681,0.49994586511659556,0.020341043634037256,0.08320676842927197,0.008605271500795963,0.3514033238754985,0.01791683325225659,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,C1qa,2.2142396,0.8058060026168818
C1qb_Aire-stage,0.9608,0.03920000000000001,3.2001428850808296,6.4152904e-05,1.2514169e-05,0.0,0.25,2.4392014,2.477303,1.7583278,-4.160625,8.880068,0.9561979066747549,0.14067090429916704,0.1584323215662432,0.07508459908287327,0.6527588143030023,0.10470303811561574,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,C1qb,2.4392014,1.6718834531307216
C1qc_Aire-stage,0.9515,0.04849999999999999,3.0378274992747865,2.1556374e-05,4.4126255e-06,0.0,0.25,2.157139,2.303488,1.6129985,-4.3839636,7.436063,0.28458432205355444,0.010395200275897843,0.0778810676948484,0.0063167238300453335,0.2027302108719231,0.008477855016686693,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,C1qc,2.157139,0.6094741541147226
C1s1_Aire-stage,0.9476,0.0524,2.904527091152068,2.6124446e-05,7.385583e-06,0.0,0.25,2.1647267,2.2243428,1.9607687,-5.692505,8.659833,0.11709573807393509,0.01818843748697306,0.058503103652613145,0.014049085388505106,0.08252234825374269,0.014359311027560315,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,C1s1,2.1647267,0.7137747633457169
C3_Aire-stage,0.9292,0.07079999999999997,2.5769503265736535,0.00029005704,0.00018203793,0.0,0.25,1.2078323,1.3608344,2.0500798,-5.817252,7.327963,4.331910848078605,2.0501391948908654,0.5992093401751962,0.43602926461441793,3.153610015551403,1.9174966560781292,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,C3,1.2078323,14.593446416854842
Cacna2d2_Aire-stage,0.9678,0.032200000000000006,3.4053955959369326,6.332856e-05,1.14228615e-05,0.0,0.25,2.3268375,2.4460914,1.3153024,-2.8462968,6.531292,0.43868711189816134,0.02594633374747745,0.12091190840571424,0.02249364978110143,0.30461657715435797,0.02198153959709838,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Cacna2d2,2.3268375,1.3995235288143155
Calb2_Aire-stage,0.9848,0.015199999999999991,4.193803960119718,4.9775845e-05,1.7304098e-06,0.0,0.25,4.772747,4.8797565,2.432572,-4.0125256,12.680349,1.5200677722255884,0.00018005041411595248,0.07533125658104399,0.00018005041411595248,1.0120206733794161,0.00010291539354245625,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Calb2,4.772747,1.5471742320060704
Calm4_Aire-stage,0.9440999999999999,0.055900000000000005,2.8275117452276834,6.617626e-05,3.0337611e-05,0.0,0.25,1.7172072,1.8982742,2.2281802,-6.941909,8.904716,0.6810834123647753,0.378564340604006,0.11322446443507642,0.08038551093323615,0.4625230945473827,0.3104307189963367,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Calm4,1.7172072,4.004163141250605
Camk1d_Aire-stage,0.9406,0.05940000000000001,2.786669405348456,2.1461372e-05,6.675729e-06,0.0,0.25,1.6567199,1.6665719,1.1587961,-2.6413012,5.602337,0.107764298073447,0.01727141865420736,0.07060234693603817,0.015280288732874247,0.07402976565181121,0.01495815904532424,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Camk1d,1.6567199,0.535087314248085
Camp_Aire-stage,0.9911,0.008900000000000019,4.777426993389213,9.7214375e-05,5.1295615e-06,0.0,0.25,4.443264,4.6315007,1.8917205,-3.7821293,10.219444,2.2796055591005198,0.058734083304965656,0.10114948016469777,0.016484149948999802,1.5271083272757502,0.04048128354049163,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Camp,4.443264,2.642929389476774
Camsap3_Aire-stage,0.9711,0.028900000000000037,3.52376887287887,2.0410504e-05,3.4451355e-06,0.0,0.25,2.3670583,2.3778336,1.312635,-2.1788926,6.912944,0.13102312314891873,0.028699197671973473,0.07711746562749637,0.026044357776862637,0.09080877735385778,0.023042061330513786,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Camsap3,2.3670583,0.5985024297237391
Car12_Aire-stage,0.9602,0.03979999999999995,3.1845364643012797,2.7161504e-05,6.7608626e-06,0.0,0.25,2.1437254,2.23681,1.4569225,-4.136401,6.408259,0.23828940934774817,0.048979365653395224,0.1052064006219606,0.03513767280724966,0.1736565510940269,0.042623500839946996,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Car12,2.1437254,0.9284952390193927
Car2_Aire-stage,0.9826,0.01739999999999997,4.101601319329563,4.1379346e-05,5.9385675e-06,0.0,0.25,2.890771,2.9282084,1.379305,-2.8554888,7.427074,0.4740778645560727,0.02539483802154048,0.08048656316993741,0.016017257151523988,0.3175261428487561,0.019177466443036265,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Car2,2.890771,0.981458531618118
Car4_Aire-stage,0.9768,0.0232,3.744643155888027,3.3025553e-05,2.9790672e-06,0.0,0.25,3.2624898,3.468742,1.7450304,-3.8317118,8.7915945,0.6788942906485429,0.001855188397646685,0.05364573260718334,0.0005736847667197307,0.462808157751772,0.002973040069940212,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Car4,3.2624898,0.8763444834947578
Car6_Aire-stage,0.9682,0.031799999999999995,3.43662416739648,3.2731903e-05,5.8805726e-06,0.0,0.25,2.7253175,2.8664222,1.7510164,-5.058365,8.860788,0.4504893396406134,0.011620212224138698,0.10754330379092371,0.007497626887856669,0.32030973355222503,0.008151300305954973,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Car6,2.7253175,0.859371336698532
Card14_Aire-stage,0.9638,0.03620000000000001,3.289255935080308,3.4498175e-05,8.899654e-06,0.0,0.25,1.8674787,1.8433034,1.0541537,-2.15659,5.8626404,0.2744033323846014,0.053522158352993066,0.13958737791445913,0.04502806279137038,0.1963152652966874,0.04511612021581595,1.0,WT vs Aire_KO,WT,Aire_KO,Aire-stage,Card14,1.8674787,0.9408401018381103
