gene_celltype,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,cell_type,gene,abs_lfc,expression_0.99
2010003K11Rik_Gut/Liver,0.9299999999999999,0.07,2.5866932705175842,2.0545021e-05,8.085535e-06,0.0,0.25,1.7053231,1.6918077,2.2642953,-5.6639085,8.939413,0.15497953798933828,0.04277568585260893,0.09886381993430615,0.027982786444324906,0.14659103763581077,0.04485662522826622,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,2010003K11Rik,1.7053231,0.9609489285945889
Abcg5_Gut/Liver,0.9271,0.07289999999999996,2.5433851855846,3.8076614e-05,1.52458115e-05,0.0,0.25,1.5014303,1.5076854,1.8276613,-5.2158084,7.381378,0.3442665984599645,0.1430554061323292,0.19183808087878967,0.09984938138784294,0.35859193680605717,0.13119130518333455,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Abcg5,1.5014303,1.7005179047584527
Abcg8_Gut/Liver,0.9336,0.06639999999999996,2.64363981817592,3.014393e-05,1.0118649e-05,0.0,0.25,1.7813201,1.7753458,2.0233812,-5.3608613,8.993194,0.21256484123992614,0.07846153846153847,0.13709771507547613,0.05457772996234536,0.21764802383200932,0.0925532712204291,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Abcg8,1.7813201,1.5299370867013904
Acbd7_Gut/Liver,0.9390000000000001,0.061,2.736086983103437,8.0781565e-06,2.6060849e-05,0.0,0.25,-1.5336549,-1.5169914,2.703623,-9.777246,6.924539,0.05512178486170194,0.5831737493275955,0.03670821890761582,0.09553523399677248,0.04776489526439918,0.2778743290469804,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Acbd7,1.5336549,1.4464765924215262
Acsm2_Gut/Liver,0.9346000000000001,0.06539999999999996,2.659638109282735,2.9531207e-05,9.646672e-06,0.0,0.25,1.6981112,1.7390494,1.8568833,-4.836213,7.8054876,0.36912839014233595,0.027305002689618073,0.06767047188268449,0.01842926304464766,0.31655254109132663,0.014319954407103049,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Acsm2,1.6981112,1.1511237490177146
Acvr1b_Gut/Liver,0.9295,0.07050000000000001,2.5812483566310815,2.6283968e-05,8.798088e-06,0.0,0.25,1.6581858,1.666168,1.4750593,-3.103314,6.2727365,0.23499228187317145,0.08006455083378161,0.1781137257013625,0.05799892415277032,0.26990427055717525,0.05773871564178373,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Acvr1b,1.6581858,0.7316668850183485
Adamtsl1_Gut/Liver,0.9453,0.054700000000000026,2.8496800944301777,8.618974e-06,3.161801e-05,0.0,0.25,-2.0606265,-2.0953968,1.6860754,-7.7602544,4.2498527,0.017825731875863803,0.3300591715976329,0.01301760809864843,0.19880580957504035,0.016556822261927506,0.24744258041424583,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Adamtsl1,2.0606265,0.8814560854434959
Aifm3_Gut/Liver,0.9269000000000001,0.0731,2.540040439588612,2.4414034e-05,8.714139e-06,0.0,0.25,1.3682296,1.3902645,2.252993,-7.386024,8.737185,0.2364304560874482,0.1421947283485745,0.10209017643996912,0.05596557288864982,0.2259214586481305,0.08288023626992833,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Aifm3,1.3682296,1.3685160201787938
Ang4_Gut/Liver,0.9356,0.06440000000000001,2.6765544392276412,3.2693493e-05,7.852784e-05,0.0,0.25,-1.2341837,-1.1992602,2.8470197,-9.63753,7.9098372,0.29704243174842504,1.1648843464228082,0.05427144472564753,0.13621301775147926,0.29344960416087534,1.091380169512681,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ang4,1.2341837,3.7590532481670365
Anxa1_Gut/Liver,0.9594,0.04059999999999997,3.162842667058605,0.00029902975,0.0018740295,0.0,0.25,-2.797011,-2.8470712,2.1941957,-9.11277,5.2899847,3.318520812018739,37.85419042495968,0.38036230323263864,0.8826465841850482,2.810420355035765,26.897716067739204,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Anxa1,2.797011,69.84427227020264
Anxa10_Gut/Liver,0.9417,0.05830000000000002,2.7845540208459516,0.0001446493,3.471246e-05,0.0,0.25,2.1206937,2.0921805,2.0014386,-5.3324413,8.4898815,1.4445125015705482,0.31896718665949425,0.32128273472977587,0.06869284561592255,1.4300170669453065,0.21107603633191913,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Anxa10,2.1206937,6.928763277530666
Aoc1_Gut/Liver,0.9371,0.06290000000000001,2.7035753511680625,0.00047413085,0.00014652786,0.0,0.25,1.7734598,1.82545,1.5823109,-4.330255,6.840486,5.154678890025667,1.1125121032813345,0.6856949903972123,0.34728348574502427,4.776746676692019,0.8612978723812044,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Aoc1,1.7734598,14.349278292655935
Apob_Gut/Liver,0.9400999999999999,0.05990000000000001,2.7540443194987505,3.4821893e-05,1.25649885e-05,0.0,0.25,1.668015,1.666506,2.8540378,-8.073414,10.61498,0.46110647425197,0.01433028509951587,0.0888661533214869,0.007735341581495428,0.508193323599328,0.030622154724080513,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Apob,1.668015,2.803856291770934
Apoc3_Gut/Liver,0.9397,0.06030000000000002,2.746339353567755,0.00046440266,0.00010783145,0.0,0.25,1.7404675,1.7039094,2.692686,-7.4248915,10.163401,9.268074776084571,0.5093168370091449,0.3261222694882704,0.1020979020979021,7.608026742486743,0.5162072395502327,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Apoc3,1.7404675,34.26979908943173
Atp2a1_Gut/Liver,0.9408,0.05920000000000003,2.766497132979864,5.0841118e-06,1.4705325e-05,0.0,0.25,-1.565736,-1.5705173,2.720931,-10.09943,7.5436945,0.033306858363398126,0.23042495965572884,0.025097374041965062,0.07414739107046801,0.044530688824234145,0.13181023340452197,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Atp2a1,1.565736,0.8260390585660922
Btbd8_Gut/Liver,0.9347,0.06530000000000002,2.6705634883883462,4.6056295e-05,1.5150326e-05,0.0,0.25,1.6229117,1.6589026,1.1770363,-3.0935678,5.3442626,0.3787805359610864,0.09575040344271116,0.22361926300863377,0.08733727810650889,0.3854516851054421,0.08834712692423279,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Btbd8,1.6229117,1.166768933534622
Btnl1_Gut/Liver,0.929,0.07100000000000001,2.5716812308598715,5.7852973e-05,2.4636813e-05,0.0,0.25,1.5698069,1.674536,2.1473389,-6.519115,7.5448666,0.4998653815088041,0.2675309306078536,0.24774738391398796,0.11464228079612696,0.4513982732743317,0.18119966619647968,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Btnl1,1.5698069,2.169666682481765
Btnl2_Gut/Liver,0.9326,0.06740000000000002,2.6333635397545443,3.3737128e-05,1.3167177e-05,0.0,0.25,1.6266942,1.6357458,2.133025,-6.2262664,8.22234,0.2750704503437259,0.13988165680473372,0.19819656094627847,0.08188273265196344,0.31697828383363535,0.08779294108424276,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Btnl2,1.6266942,1.290422394275664
C2cd4a_Gut/Liver,0.9470000000000001,0.05299999999999999,2.885575888647581,7.959986e-06,2.9354367e-05,0.0,0.25,-1.6599405,-1.6620007,2.9468157,-11.144621,7.465217,0.07189076158167754,0.33237224314147396,0.028967655663848645,0.07642818719741798,0.06760433302052808,0.28660273624731497,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,C2cd4a,1.6599405,1.7376069080829608
C3_Gut/Liver,0.9299,0.0701,2.585325137190525,0.0010020129,0.00033941798,0.0,0.25,1.7300255,1.6237483,1.4991337,-3.165378,7.245757,11.260753773805028,2.3697041420118348,0.8288325884443455,0.4332329209252289,12.491005428332587,2.2927637168243304,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,C3,1.7300255,27.239937028884878
Casr_Gut/Liver,0.9298,0.07019999999999998,2.583766357723295,1.3983246e-05,2.707015e-05,0.0,0.25,-1.2585571,-1.244281,2.3718467,-8.676193,6.81831,0.10003948809075083,0.3480258203335125,0.06728905282429597,0.21085529854760623,0.11402105332781615,0.2485607117490144,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Casr,1.2585571,0.8496175879240035
Ccl20_Gut/Liver,0.9445,0.055499999999999994,2.8369992212074324,0.0002734655,8.868421e-05,0.0,0.25,1.5128734,1.6001582,3.039585,-8.508234,11.826802,6.3693258305960825,1.0926089295320067,0.31146007215551136,0.1000645508337816,5.836426231297716,0.6764145771828559,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ccl20,1.5128734,18.223973302841145
Ccr4_Gut/Liver,0.9378,0.06219999999999998,2.714191350832901,4.8641465e-05,1.6271999e-05,0.0,0.25,1.7082163,1.7646172,1.5739287,-4.2259946,6.418815,0.41267522840270676,0.07938676707907479,0.2436460072155514,0.05664335664335665,0.4948368786571544,0.0713781850463403,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ccr4,1.7082163,1.388516246080398
Cd70_Gut/Liver,0.9381,0.061899999999999955,2.7184934570322516,0.00021068662,7.4095005e-05,0.0,0.25,1.7016996,1.7204893,2.1356003,-5.052109,7.9831424,1.998113097481735,0.6333297471759014,0.4472699369985459,0.20422807961269496,1.9010325640206802,0.5440156334734311,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Cd70,1.7016996,8.468128881454465
Ces2a_Gut/Liver,0.946,0.05399999999999999,2.865011546059877,9.252381e-05,2.9923554e-05,0.0,0.25,1.647913,1.686775,2.8922658,-9.288136,10.050116,1.1902495826826764,0.18444324905863368,0.15879372857322357,0.038429263044647666,1.1629489253718632,0.278434193616627,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ces2a,1.647913,7.894789097309091
Ces2c_Gut/Liver,0.9360999999999999,0.06390000000000001,2.6985573749526446,0.00026752718,8.781349e-05,0.0,0.25,1.8349295,1.8382494,2.0652375,-5.1566854,8.938101,2.8961014484949628,0.8367939752555142,0.5734568233625901,0.28179666487358784,2.7507139766262396,0.788384681264985,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ces2c,1.8349295,10.900558481216425
Ces2f_Gut/Liver,0.9324,0.0676,2.6268822907371843,4.241862e-05,1.9044273e-05,0.0,0.25,1.341932,1.3075528,2.4871755,-5.9605975,8.327494,0.3657247859565991,0.11054330285099517,0.14999641017356818,0.08961807423345887,0.39383205260458043,0.11512930152805614,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ces2f,1.341932,1.85211478888988
Chil4_Gut/Liver,0.9346,0.06540000000000001,2.671849307391196,0.00020528075,5.7600653e-05,0.0,0.25,1.7208841,1.742285,1.9316409,-4.7272415,7.8255806,4.095377201012331,0.10459386767079075,0.07763672751422468,0.02752017213555675,3.304728077611186,0.11700121047019793,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Chil4,1.7208841,7.659815964698787
Cidec_Gut/Liver,0.9385,0.0615,2.7292433751764653,2.2224844e-05,6.620321e-06,0.0,0.25,1.9635751,2.0451934,1.9230781,-5.771468,8.625747,0.16785355303071103,0.031156535771920384,0.11021215874212482,0.02752017213555675,0.17003054137522441,0.03254929604363621,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Cidec,1.9635751,0.7654282006621358
Clca4b_Gut/Liver,0.9462,0.05379999999999996,2.8673525370189283,4.698985e-05,1.8788767e-05,0.0,0.25,1.5032598,1.5662115,3.256057,-10.372034,12.041556,0.634142839193725,0.11272727272727272,0.11490136951878377,0.012727272727272726,0.494766202132889,0.07583885540362861,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Clca4b,1.5032598,3.647014878988265
Cldn6_Gut/Liver,0.9268000000000001,0.07319999999999999,2.5387796970178016,8.381341e-06,2.2370721e-05,0.0,0.25,-1.2563877,-1.2754638,2.130023,-8.0486355,6.369025,0.04359844201532856,0.32146315223238286,0.031987597149677804,0.1403442711135019,0.045799647011765705,0.18738054780433852,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Cldn6,1.2563877,0.8455677652359006
Cnnm1_Gut/Liver,0.9572,0.042800000000000005,3.116723048554573,1.6156999e-05,2.9717514e-06,0.0,0.25,2.4174,2.4645348,1.6248548,-4.2493663,7.8179746,0.13988656148475226,0.019784830554061324,0.09476244323586958,0.012049488972565895,0.17110482340264327,0.011687461849010974,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Cnnm1,2.4174,0.624372568428516
D830030K20Rik_Gut/Liver,0.9312,0.06879999999999997,2.6079035650962945,0.00015768134,5.030336e-05,0.0,0.25,1.5744522,1.6518033,1.4381268,-4.95597,6.0372977,0.9130140182722162,0.45749327595481437,0.3162614650081666,0.2333835395373856,1.0765109775586867,0.37908912293122327,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,D830030K20Rik,1.5744522,4.863614261150355
Dapl1_Gut/Liver,0.9265000000000001,0.07349999999999995,2.5341515076623398,0.00067943556,0.00027902395,0.0,0.25,1.3585641,1.35181,2.197238,-5.868506,8.891988,7.315128426040597,3.6502743410435707,0.41146814926498276,0.2404088219472834,7.001477785672648,2.3500190679932382,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dapl1,1.3585641,36.29939071655272
Dkk1_Gut/Liver,0.9542999999999999,0.04570000000000002,3.046158003443483,2.1002652e-05,3.5331532e-06,0.0,0.25,2.6389208,2.7183962,2.4918618,-5.947979,9.412957,0.17638836537253424,0.012049488972565895,0.05359610862814784,0.00841312533620226,0.1565672635876097,0.006265743223603566,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dkk1,2.6389208,1.0327257925271982
Dnah9_Gut/Liver,0.9349000000000001,0.06509999999999999,2.6734821800289765,6.33631e-05,2.1583213e-05,0.0,0.25,1.600201,1.694777,2.0121121,-6.736326,7.559536,0.4225225710336907,0.06302313071543841,0.17746980058514183,0.029800968262506725,0.46111796774143343,0.04064602978301368,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dnah9,1.600201,1.9511088085174557
Dnai1_Gut/Liver,0.9295,0.07050000000000001,2.581642351677597,6.8212266e-06,1.8604795e-05,0.0,0.25,-1.2392426,-1.2442098,2.6094508,-9.189656,6.763373,0.015950047565200222,0.15488972565895642,0.012548687020982534,0.06594943518020442,0.02625693603282083,0.11888915622577378,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dnai1,1.2392426,0.8830318886041622
Dnajc24_Gut/Liver,0.9705999999999999,0.029400000000000037,3.503645440322143,3.209853e-05,0.00013614504,0.0,0.25,-1.9866016,-1.9917772,1.0036843,-5.093998,1.575346,0.357322348464452,1.8272081764389476,0.26027139087825135,0.5399246906939219,0.3318186370317212,1.2911942323469927,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dnajc24,1.9866016,3.1233703267574295
Dpp4_Gut/Liver,0.9502999999999999,0.04970000000000002,2.952246400171161,2.2281152e-05,0.000102106314,0.0,0.25,-2.2031798,-2.1734116,1.4953027,-7.340848,2.5288854,0.08382693446771851,0.982840236686391,0.054652863784036054,0.37844002151694467,0.06674149609432507,0.8385188338881002,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Dpp4,2.2031798,2.5468731391429893
Eomes_Gut/Liver,0.9472,0.052800000000000014,2.8884026121901156,2.7854243e-05,6.4217356e-06,0.0,0.25,2.2265043,2.2353308,2.2937956,-5.899997,9.413115,0.19817188088955906,0.03661108122646584,0.1075736363146842,0.02092522861753631,0.24719396668454413,0.04637296693515462,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Eomes,2.2265043,1.4062581700086585
Ern1_Gut/Liver,0.9259999999999999,0.07400000000000001,2.5269868689490615,2.1484087e-05,6.154088e-05,0.0,0.25,-1.4425473,-1.4330852,1.0605354,-5.441635,2.151606,0.17298700482831664,0.7772888649811729,0.13202708524042864,0.38438945669714886,0.19511962533741045,0.6452996036281282,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Ern1,1.4425473,1.4753199899196614
F3_Gut/Liver,0.9385,0.0615,2.7281617686436768,1.417998e-05,4.6417066e-05,0.0,0.25,-1.4122609,-1.5215089,2.5530262,-9.265444,7.165318,0.08482086766104859,0.656578805809575,0.04491770322904888,0.1883593329747176,0.08943004497715251,0.4085578070049376,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,F3,1.4122609,1.7079222780466072
Fabp1_Gut/Liver,0.9353,0.06470000000000004,2.671973321071266,0.00013581988,5.001588e-05,0.0,0.25,1.151166,1.0785837,3.0189307,-10.417128,10.953938,2.444725647514942,0.48582033351264114,0.11830273006300146,0.029800968262506725,1.949601280557254,0.27571670595480335,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fabp1,1.151166,15.428072299957261
Fabp9_Gut/Liver,0.9599,0.040100000000000025,3.1757040269897954,0.00048355525,7.009664e-05,0.0,0.25,2.6233933,2.6772883,1.9905117,-4.885662,8.782532,8.420958752894288,0.20480903711672951,0.3214016477303324,0.07411511565357717,6.849501305794752,0.1635539726219953,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fabp9,2.6233933,23.51736756324767
Fam83f_Gut/Liver,0.9381999999999999,0.06180000000000002,2.7302579713913264,3.578676e-05,1.2373333e-05,0.0,0.25,1.5292716,1.5722573,1.0009137,-1.9622746,4.521659,0.29603503670597536,0.10348574502420657,0.22358785202735473,0.09507261968800432,0.33735721470136704,0.10972139752222215,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fam83f,1.5292716,0.8029350951313972
Fcer1g_Gut/Liver,0.9385,0.0615,2.7252573759944703,0.00013213998,3.9636434e-05,0.0,0.25,1.8773218,1.905004,1.8511014,-5.0260844,7.3741574,0.7677651535548253,0.148294782140936,0.16624037477787962,0.07960193652501346,0.6596872605991544,0.11807029289205961,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fcer1g,1.8773218,4.21755900144577
Fcer2a_Gut/Liver,0.9397,0.06030000000000002,2.7468327078626165,5.9845348e-05,1.6280903e-05,0.0,0.25,1.7932947,1.8901067,2.2740636,-6.901447,8.809919,0.7168434656184375,0.1683270575578268,0.19755263583005783,0.0902958579881657,0.7204936443752401,0.15522378841263657,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fcer2a,1.7932947,2.97663609266281
Fetub_Gut/Liver,0.9442,0.05579999999999996,2.8483143555460275,6.680727e-05,0.00029606788,0.0,0.25,-2.1367445,-2.167011,1.8558964,-8.041704,4.094502,0.44658338269344655,4.60405594405594,0.11666487175345076,0.6040559440559449,0.4612156719108548,4.214596428682257,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fetub,2.1367445,10.066650438308713
Flt1_Gut/Liver,0.9710000000000001,0.02899999999999997,3.601456486618991,2.5034518e-05,4.52215e-06,0.0,0.25,2.5817003,2.6208873,1.3802695,-3.4021277,7.054437,0.18060865507152735,0.029800968262506725,0.11246926211117692,0.02684238838084992,0.24910090909183094,0.025990543051814072,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Flt1,2.5817003,0.7555957087874412
Fmo5_Gut/Liver,0.9428000000000001,0.05719999999999997,2.8159391875463795,0.00017500776,5.2060088e-05,0.0,0.25,1.8604026,1.900209,1.5338421,-4.1353164,6.827592,1.7893781523163343,0.6095104895104897,0.5078998617916821,0.25926842388380844,1.8408358026596634,0.5542003587299861,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fmo5,1.8604026,6.55833367347717
Fn1_Gut/Liver,0.9414,0.058599999999999985,2.7885228553476065,8.7553926e-05,2.3914918e-05,0.0,0.25,1.9583956,2.0048776,1.7733834,-4.583983,7.9313154,0.6728456554125608,0.17510489510489508,0.25038590634142854,0.0791393222162453,0.7068727619943702,0.14200819202371734,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Fn1,1.9583956,2.922830201387403
Galnt7_Gut/Liver,0.9509000000000001,0.04909999999999998,2.9927027508664055,9.220515e-05,2.485682e-05,0.0,0.25,1.9377334,1.9140763,1.2808459,-2.618157,6.5358853,0.756154308689174,0.09532006455083379,0.3814190583885269,0.06209790209790211,0.9035725159650643,0.08465242738854567,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Galnt7,1.9377334,2.467449145317073
Glis3_Gut/Liver,0.9539,0.046099999999999974,3.0297668130747493,3.0359679e-05,6.358718e-06,0.0,0.25,2.2893224,2.3402069,1.7654238,-3.9826941,7.9200587,0.2832238436271607,0.0670898332436794,0.18125258018774806,0.05026358257127489,0.28697096642506936,0.05418742131711186,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Glis3,2.2893224,0.9547386348247522
Gnao1_Gut/Liver,0.9283,0.07169999999999999,2.5609114551702015,6.6919765e-06,2.7321486e-05,0.0,0.25,-1.7684994,-1.7324989,2.0108373,-9.004278,5.950168,0.048494067811821306,0.30731576116191495,0.03321935634412075,0.16900484131253363,0.05716263530902572,0.2997875703950838,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gnao1,1.7684994,1.349120879769325
Gprin3_Gut/Liver,0.9285,0.07150000000000001,2.564387386387491,0.00011020762,4.437069e-05,0.0,0.25,1.5343003,1.5862648,1.8878136,-5.2584677,6.995224,0.8592877784359122,0.4049381387842927,0.3682511263080429,0.1678321678321678,0.9398095679761291,0.3497944055478508,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gprin3,1.5343003,4.213485293388365
Grap_Gut/Liver,0.9360999999999999,0.06390000000000001,2.686877081670394,0.00024498766,8.7009925e-05,0.0,0.25,1.522732,1.5458565,1.0417368,-2.7360396,4.861155,2.2468903128533704,0.7587627756858528,0.6669875074040155,0.32774610005379223,2.43929038216296,0.6322210904913158,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Grap,1.522732,4.9266520309448225
Gsta1_Gut/Liver,0.9424999999999999,0.05750000000000005,2.7998112074230965,0.00015758116,4.2023938e-05,0.0,0.25,1.6772125,1.6800871,3.0104442,-8.045803,10.665735,2.1269138262165,0.22807961269499732,0.2354612029508375,0.08484131253362025,1.7155285435848573,0.15780001688135056,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gsta1,1.6772125,11.932887663841228
Gstm6_Gut/Liver,0.937,0.063,2.700834240145414,3.9205253e-05,1.5105317e-05,0.0,0.25,1.5856535,1.6740711,2.3784978,-7.507955,8.7719,0.3359135210812557,0.020247444862829478,0.14003015454202794,0.01251210328133405,0.31266270120311157,0.010969316896818633,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gstm6,1.5856535,1.9947193855047216
Gucy1a1_Gut/Liver,0.9439,0.05609999999999998,2.8246112400023713,2.3755743e-05,6.019619e-06,0.0,0.25,2.104482,2.1048477,1.945745,-5.5331855,8.53217,0.12144158454938705,0.007272727272727273,0.05585321199719995,0.007272727272727273,0.14229811762032063,0.008199851138321168,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gucy1a1,2.104482,0.8971040999889366
Gucy2c_Gut/Liver,0.9744,0.025599999999999956,3.6780587455483493,2.9594401e-05,8.4118365e-06,0.0,0.25,1.8837681,1.8536241,0.93864596,-2.1846514,5.2917504,0.22094932959991398,0.051619150080688556,0.1470639707070164,0.037751479289940826,0.21751305807823332,0.07714507713498134,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Gucy2c,1.8837681,0.7335754969716071
H1f8_Gut/Liver,0.9409000000000001,0.059099999999999986,2.7680180269162253,4.9247763e-05,1.3491087e-05,0.0,0.25,2.1497014,2.1144643,2.0140615,-4.7524176,8.5132675,0.4938008184804265,0.06594943518020441,0.12343618186060706,0.032974717590102204,0.3685274205332847,0.04492420035340837,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,H1f8,2.1497014,1.8733965051174153
Hamp_Gut/Liver,0.9420999999999999,0.05790000000000001,2.7965188217580756,0.0004507599,0.00016750951,0.0,0.25,2.0808997,2.0511138,2.3798604,-5.9811115,9.974361,3.370795415791645,2.972146315223238,0.29601035664925623,0.16169983862291554,3.336369836288005,1.773582042915574,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Hamp,2.0808997,17.931092238426196
Hoxc11_Gut/Liver,0.9598,0.04019999999999996,3.2088283262145305,4.924806e-05,7.078873e-06,0.0,0.25,2.7524915,2.7177346,1.9634562,-4.4135194,9.01576,0.467321361262183,0.027982786444324906,0.16802855706926584,0.013189887036040883,0.48385758644941995,0.041775484095159764,1.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Hoxc11,2.7524915,2.124772284030913
Hsd17b6_Gut/Liver,0.938,0.062,2.7176317700681514,0.00012121044,4.9893097e-05,0.0,0.25,1.3755659,1.3953509,2.7643251,-7.440433,9.879545,1.0447112882092142,0.18721893491124258,0.24200141798144084,0.06573426573426575,0.8962484299106512,0.14298093328913755,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Hsd17b6,1.3755659,6.5749076294898945
Hspa12a_Gut/Liver,0.9354,0.06459999999999999,2.6736954295439324,2.4178877e-05,7.718675e-06,0.0,0.25,1.6788647,1.6868267,1.2975988,-3.1924095,5.963427,0.20491178001543636,0.06095750403442711,0.15228492452389936,0.05140398063474987,0.20878832114070303,0.05426639461998714,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Hspa12a,1.6788647,0.6185555982589721
Iapp_Gut/Liver,0.9313,0.06869999999999998,2.6070102204021133,0.00030043803,0.0004824695,0.0,0.25,-1.2183875,-1.3053658,2.766901,-11.082736,8.08728,3.5810111643602003,12.540268961807428,0.13003248792920863,0.29384615384615376,2.6278245040052943,7.784962188851278,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Iapp,1.2183875,35.046566429138124
Igf1_Gut/Liver,0.9474,0.052600000000000036,2.9158585986816323,0.00046937517,0.0001226067,0.0,0.25,1.9762194,1.9972019,1.4376535,-3.3371544,6.5613866,6.181304183942704,1.2703173749327599,0.5476841132231258,0.12758472296933834,5.788407501678109,0.9145953377505993,0.5,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Igf1,1.9762194,13.17392081260681
Igll1_Gut/Liver,0.9298,0.07019999999999998,2.583657385324797,6.502903e-06,2.2059598e-05,0.0,0.25,-1.4082794,-1.3108089,2.6123133,-11.638199,6.490418,0.016887889720532012,0.217880580957504,0.009528745535153375,0.06937062937062939,0.01569688625452755,0.24721225205583403,0.0,WT vs Fezf2_KO,WT,Fezf2_KO,Gut/Liver,Igll1,1.4082794,1.279596363902089
