external_gene_name,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
Cmpk1,0.9648,0.03520000000000001,3.310874469642843,3.2445045e-05,0.00011584686,0.0,0.25,-1.7502772,-1.7534323,0.897918,-5.159542,1.2570705,0.1701461377870563,1.6238711141366011,0.1294363256784971,0.6386657590195182,0.35941593193656185,1.2146459788058361,True,1 vs Rest,1,Rest
Ifi27l2a,0.9648,0.03520000000000001,3.310874469642843,0.0032693085,0.0011842396,0.0,0.25,2.3881543,2.6076612,2.008173,-4.7972283,8.187497,14.856993736952054,13.744860449285166,0.9540709812108497,0.7092806898113986,37.607624447499866,13.909418330271686,True,1 vs Rest,1,Rest
C1s1,0.9648,0.03520000000000001,3.310874469642843,0.00013024938,3.06904e-05,0.0,0.25,2.439434,2.3746247,1.6813607,-5.4585285,9.441366,0.5156576200417519,0.16092579986385563,0.300626304801669,0.09149081007488256,1.4000593420369905,0.16489545712654027,True,1 vs Rest,1,Rest
Fam193b,0.9646,0.03539999999999999,3.305001415376299,9.0267225e-05,2.5588068e-05,0.0,0.25,1.9362133,1.9865808,1.0781109,-2.1057968,5.808419,0.2870563674321497,0.27483548899477633,0.22546972860125208,0.2126616746085818,0.8497145504315508,0.25716330613938765,True,1 vs Rest,1,Rest
Tbc1d9,0.9646,0.03539999999999999,3.305001415376299,8.305622e-05,2.3590825e-05,0.0,0.25,1.9936845,2.0221462,1.0265632,-1.538209,5.3505497,0.32881002087682587,0.21538461538461964,0.2348643006263042,0.15647832992966057,0.8329887109710918,0.18611528597271715,True,1 vs Rest,1,Rest
Trappc2l,0.9646,0.03539999999999999,3.305001415376299,3.324824e-05,0.00011719829,0.0,0.25,-1.8551371,-1.8954887,0.99813557,-4.7139826,2.3788033,0.1304801670146139,1.4901293396868052,0.11064718162839268,0.6436124347626512,0.3014231380953493,1.1189294685829814,True,1 vs Rest,1,Rest
Scx,0.9646,0.03539999999999999,3.305001415376299,0.000112030386,2.9462723e-05,0.0,0.25,2.9040143,3.113309,2.0467064,-5.151581,9.707943,0.4133611691022954,0.1798048559110533,0.22338204592901828,0.07778534150215703,1.1037391361121407,0.20398056810779278,True,1 vs Rest,1,Rest
Cnn2,0.9646,0.03539999999999999,3.305001415376299,0.0002301552,6.158532e-05,0.0,0.25,2.2389276,2.3797011,1.1456531,-1.977334,6.169943,0.9342379958246303,0.6091218515996494,0.4958246346555297,0.32779668708868215,2.4888978988078514,0.5454948950941408,True,1 vs Rest,1,Rest
Lamb1,0.9646,0.03539999999999999,3.305001415376299,0.0001953662,5.313698e-05,0.0,0.25,2.28167,2.3947558,1.3217108,-3.8332872,7.8800316,0.8204592901878881,0.43154073065573895,0.4488517745302691,0.2260040844111689,2.1510417287665695,0.41654267009588203,True,1 vs Rest,1,Rest
Bcl11a,0.9646,0.03539999999999999,3.305001415376299,0.00013243021,4.007284e-05,0.0,0.25,1.9587227,1.974937,1.1423773,-2.4368095,7.1783905,0.4624217118997896,0.2972089857045509,0.31524008350730565,0.1817562968005484,1.3327160164649836,0.27340493220715384,True,1 vs Rest,1,Rest
