feature_name,entropy,entropy_score,peak_cell_types,max_average_cell_type_expression,peak_tissue,max_average_tissue_expression,tau_score,tau_TRA_0.85,entropy_TRA_0.85,tau_TRA_0.9,entropy_TRA_0.9,tau_TRA_0.95,entropy_TRA_0.95
Tnr,1.0287647890352436,0.7784675607956004,oligodendrocyte precursor cell,38.695838928222656,"hypothalamus,primary motor cortex",4.186640739440918,0.95863813,True,True,True,True,True,False
4930523C07Rik,2.890502094092173,0.377564253506224,"chondrocyte,neuroendocrine cell,smooth muscle cell,smooth muscle cell of trachea",10.395797729492188,trachea,4.789079189300537,0.8258547,False,False,False,False,False,False
Tnn,0.7839938348564429,0.8311761168266335,"Schwann cell,adventitial cell,chondrocyte,ciliated columnar cell of tracheobronchial tree,fibroblast,fibroblast of lung,lung neuroendocrine cell,mesenchymal stem cell,pulmonary interstitial fibroblast",0.846968412399292,trachea,0.7020924687385559,0.9541812,True,True,True,True,True,True
Mrps14,4.336203391718218,0.0662494240743124,"cell of skeletal muscle,oocyte,promonocyte,thymocyte",2.936922073364258,None,2.326978921890259,0.41945446,False,False,False,False,False,False
Cacybp,2.7208475723740944,0.4140973662437889,"female germ cell,male germ cell,neural progenitor cell,oocyte,oogonial cell,primordial germ cell",7.482643127441406,ovary,6.227895736694336,0.8389096,False,False,False,False,False,False
Rabgap1l,2.271041911533043,0.5109577431502649,"GABAergic neuron,astrocyte,ependymal cell,glutamatergic neuron,leptomeningeal cell,microglial cell,mural cell,neuron,oligodendrocyte,oligodendrocyte precursor cell,pericyte,pituitary gland cell,tanycyte",5.949525356292725,"hypothalamus,primary motor cortex",4.510256290435791,0.85300654,True,True,False,False,False,False
Rc3h1,3.827782775792756,0.1757318445344787,"astrocyte,ependymal cell,glioblast,leptomeningeal cell,microglial cell,mural cell,native cell,oligodendrocyte,oligodendrocyte precursor cell,pericyte,pituitary gland cell,tanycyte",1.6216368675231934,"diencephalon,hypothalamus,primary motor cortex",1.038511037826538,0.6508086,False,False,False,False,False,False
Serpinc1,0.0088855400886343,0.998086603089002,"duct epithelial cell,hepatocyte",19.15211296081543,liver,8.271955490112305,0.9959064,True,True,True,True,True,True
Zbtb37,1.73933157701039,0.6254553315323992,"astrocyte,glioblast,interstitial cell of ovary,leptomeningeal cell,macrophage,mural cell,native cell,neural progenitor cell,oligodendrocyte,oligodendrocyte precursor cell,pericyte",0.9566987156867981,diencephalon,0.8425998091697693,0.91448665,True,True,True,True,False,False
Dars2,3.541178503644109,0.2374487152635332,"astrocyte,leptomeningeal cell,male germ cell,mural cell,native cell,oligodendrocyte,oogonial cell,pericyte,primordial germ cell",0.6085720658302307,"hypothalamus,ovary",0.23322755098342896,0.703532,False,False,False,False,False,False
Cenpl,3.059427581353245,0.3411881297939894,"erythroblast,granulocytopoietic cell,immature NK T cell,stem cell of epidermis,thymocyte",1.1851643323898315,bone marrow,0.3745128810405731,0.7976691,False,False,False,False,False,False
Klhl20,3.775455334441238,0.1869999457015082,"astrocyte,leptomeningeal cell,microglial cell,mural cell,native cell,oligodendrocyte,oligodendrocyte precursor cell,oogonial cell,pericyte,pituitary gland cell,tanycyte",0.5078314542770386,"hypothalamus,ovary,primary motor cortex",0.28292831778526306,0.6269815,False,False,False,False,False,False
Ankrd45,1.5558993531490408,0.6649553109385762,"GABAergic neuron,ependymal cell,glutamatergic neuron,neuron,pituitary gland cell,tanycyte",0.7432501316070557,"hypothalamus,primary motor cortex",0.6206962466239929,0.91068834,True,True,True,True,False,False
Tex50,1.005809576693981,0.7834106967160899,"GABAergic neuron,ependymal cell,glutamatergic neuron,native cell,neuron,pituitary gland cell,tanycyte",0.16321483254432678,"hypothalamus,primary motor cortex",0.14775802195072174,0.9567091,True,True,True,True,True,False
Prdx6,1.6268055643253156,0.6496864894508646,"enterocyte of epithelium of large intestine,luminal cell of prostate epithelium",39.01639175415039,"large intestine,prostate gland",26.56056785583496,0.88586813,True,True,False,True,False,False
Tnfsf4,3.300209139971306,0.2893386433374026,"erythroid progenitor cell, mammalian,glutamatergic neuron,immature NK T cell,late pro-B cell,macrophage dendritic cell progenitor,native cell,plasma cell,plasmacytoid dendritic cell,precursor B cell",0.04238772392272949,primary motor cortex,0.023232201114296913,0.7714889,False,False,False,False,False,False
Fasl,2.809744200726524,0.3949545192822118,"CD4-positive, alpha-beta T cell,CD8-positive, alpha-beta T cell,T cell,hematopoietic stem cell,mature NK T cell,natural killer cell,regulatory T cell",1.4923568964004517,"lung,mammary gland",0.19323143362998962,0.80371493,False,False,False,False,False,False
Suco,2.8234768434152686,0.3919973556389917,"glioblast,luminal cell of prostate epithelium,microglial cell,native cell,oogonial cell,seminal vesicle glandular cell,tanycyte,urethra urothelial cell",1.679681420326233,urethra,1.1093546152114868,0.8180618,False,False,False,False,False,False
4930558K02Rik,1.8841827608210344,0.5942633268941868,"GABAergic neuron,ependymal cell,microglial cell,mural cell,native cell,neuron,oligodendrocyte,oligodendrocyte precursor cell,oocyte,oogonial cell,pituitary gland cell,tanycyte",0.11388888955116272,"hypothalamus,ovary",0.07688483595848083,0.8839801,True,True,False,False,False,False
Pigc,4.2940060724678215,0.0753361221816548,"bronchial smooth muscle cell,kidney capillary endothelial cell",0.35969075560569763,None,0.2634851336479187,0.41808096,False,False,False,False,False,False
Dnm3,1.502736764044933,0.6764032513853898,"microglial cell,mural cell,oligodendrocyte,oligodendrocyte precursor cell,pericyte,pituitary gland cell",16.317785263061523,"hypothalamus,primary motor cortex",5.304323673248291,0.9168742,True,True,True,True,False,False
Eef1aknmt,3.4521847050939423,0.2566124866882647,"ependymal cell,glioblast,mesothelial cell,microglial cell,mural cell,native cell,neural progenitor cell,pituitary gland cell,tanycyte",0.24110135436058044,"diencephalon,mesonephros",0.2008289396762848,0.7084492,False,False,False,False,False,False
Vamp4,2.8505864686707727,0.3861596155911417,"GABAergic neuron,astrocyte,ependymal cell,glutamatergic neuron,leptomeningeal cell,microglial cell,mural cell,native cell,neuron,pericyte,pituitary gland cell,tanycyte",1.7979313135147095,"hypothalamus,primary motor cortex",1.2226821184158325,0.8132363,False,False,False,False,False,False
Myoc,1.422234436898466,0.6937384839715591,"astrocyte,chondrocyte,fibroblast,mesenchymal stem cell,mesenchymal stem cell of adipose tissue,stromal cell",8.549351692199707,"limb muscle,trachea",4.824246883392334,0.92819744,True,True,True,True,False,False
Myocos,2.20573511150356,0.5250207970780074,"astrocyte,leptomeningeal cell",0.08151134103536606,primary motor cortex,0.006028084084391594,0.8821692,True,True,False,False,False,False
Prrc2c,3.779506901730264,0.186127488174088,"Sertoli cell,ependymal cell,glioblast,granulosa cell,interstitial cell of ovary,mural cell,oocyte,oogonial cell,ovarian surface epithelial cell,pituitary gland cell,tanycyte",4.7959747314453125,"gonad,ovary",3.760652542114258,0.61450595,False,False,False,False,False,False
Fmo4,2.596571361016771,0.4408587917226756,"brush cell,ependymal cell,epithelial cell of proximal tubule,kidney proximal convoluted tubule epithelial cell,kidney proximal straight tubule epithelial cell,leptomeningeal cell,mural cell,pituitary gland cell,tanycyte",0.054803621023893356,kidney,0.02162265218794346,0.8397806,False,False,False,False,False,False
