,external_gene_name,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,gene
186,Dkkl1,0.9518,0.04820000000000002,2.982995710668006,2.1855845e-05,2.1551989e-05,0.0,0.25,1.042301,1.3224297,2.4523907,-6.2541437,6.9848185,0.27035830618892515,0.3201995012468794,0.12595005428881653,0.1256857855361628,0.17829082369165622,0.18191934843582513,True,"Lung, basal vs Rest","Lung, basal",Rest,Dkkl1
187,Ctsd,0.9518,0.04820000000000002,2.982995710668006,0.0008294936,0.00031916276,0.0,0.25,1.7255074,1.8392277,1.2082825,-3.0252361,6.483882,11.67969598262746,3.908645054031697,0.9706840390879482,0.7301745635909611,8.034947334699295,3.1714789322924077,True,"Lung, basal vs Rest","Lung, basal",Rest,Ctsd
188,Kctd14,0.9518,0.04820000000000002,2.982995710668006,0.00031329633,9.4688454e-05,0.0,0.25,2.3682234,2.576334,1.7886924,-3.7378979,6.716362,4.942453854505941,1.3873649210307757,0.7535287730727472,0.29492934330838083,3.622481615255213,0.9001894212890944,True,"Lung, basal vs Rest","Lung, basal",Rest,Kctd14
189,Atp1a1,0.9516,0.0484,2.978644768603285,0.00092520425,0.00026534617,0.0,0.25,2.0347226,1.9919295,1.4191438,-3.4725695,6.9799223,13.458197611291945,2.635577722360878,0.931596091205212,0.6911886949292861,9.403077722852506,2.5081904582467605,True,"Lung, basal vs Rest","Lung, basal",Rest,Atp1a1
190,Aldh1a7,0.9516,0.0484,2.978644768603285,3.0354813e-05,7.975493e-06,0.0,0.25,3.233909,3.508564,2.6261349,-5.418536,9.141195,0.3963083604777417,0.0797173732335828,0.12703583061889254,0.028096425602660215,0.25604977733660134,0.0488401727048165,True,"Lung, basal vs Rest","Lung, basal",Rest,Aldh1a7
191,Gltp,0.9516,0.0484,2.978644768603285,0.00026673247,9.7290016e-05,0.0,0.25,2.1257718,2.3088613,1.7985244,-5.507022,6.862133,4.216069489685119,1.4063175394846403,0.8251900108577636,0.39709060681626684,2.673706991099092,0.9181172059313214,True,"Lung, basal vs Rest","Lung, basal",Rest,Gltp
192,Nbeal2,0.9516,0.0484,2.978644768603285,3.875852e-05,1.2224079e-05,0.0,0.25,2.206677,2.3149877,1.5732237,-2.6184778,6.761632,0.5038002171552661,0.13059019118869597,0.3333333333333334,0.0968412302576907,0.40372492133303034,0.10232548948462468,True,"Lung, basal vs Rest","Lung, basal",Rest,Nbeal2
193,Gsta1,0.9514,0.04859999999999998,2.974310857841264,4.5700435e-05,1.9765312e-05,0.0,0.25,2.7551165,3.1018858,2.8798532,-8.242082,10.679401,0.7535287730727472,0.14671654197838763,0.2660152008686211,0.03832086450540325,0.42122671611414403,0.08307322715595664,True,"Lung, basal vs Rest","Lung, basal",Rest,Gsta1
194,Depp1,0.9514,0.04859999999999998,2.974310857841264,9.454041e-05,3.175607e-05,0.0,0.25,1.8583981,1.9592786,1.423488,-3.8080463,6.5760975,1.170466883821933,0.1743142144638406,0.2562432138979371,0.05045719035743954,0.853129700591706,0.1393562889294732,True,"Lung, basal vs Rest","Lung, basal",Rest,Depp1
195,Col4a1,0.9514,0.04859999999999998,2.974310857841264,3.9042287e-05,0.00016391203,0.0,0.25,-2.1434855,-2.2904253,1.8874458,-7.145097,4.9089994,0.31813246471226936,1.3848711554447488,0.17698154180238876,0.5487946799667078,0.20795373124737626,1.562747503394126,True,"Lung, basal vs Rest","Lung, basal",Rest,Col4a1
196,Psca,0.9514,0.04859999999999998,2.974310857841264,0.0007466273,0.00036893063,0.0,0.25,2.72806,2.9937134,3.0426507,-6.6492643,11.165885,17.267100977198577,10.355777223607442,0.6525515743756788,0.31022443890272666,10.292430582835346,6.376056631408073,True,"Lung, basal vs Rest","Lung, basal",Rest,Psca
197,Akip1,0.9514,0.04859999999999998,2.974310857841264,5.5406683e-05,2.0254309e-05,0.0,0.25,1.622077,1.7374716,0.92825454,-2.9464998,4.5934315,0.7296416938110751,0.2175394846217771,0.4419109663409339,0.1638403990024929,0.4927278532466813,0.1736057290361204,True,"Lung, basal vs Rest","Lung, basal",Rest,Akip1
198,Pcdh1,0.9512,0.048799999999999955,2.969993838112496,5.8830654e-05,2.4870998e-05,0.0,0.25,2.3096988,2.4674587,2.0339544,-4.992491,8.294791,0.700325732899023,0.226517040731504,0.42779587404994585,0.11928512053200627,0.5351668893278632,0.1846611185498141,True,"Lung, basal vs Rest","Lung, basal",Rest,Pcdh1
199,Wfdc17,0.9512,0.048799999999999955,2.969993838112496,0.00036069655,0.00016230419,0.0,0.25,2.1774695,2.3529701,2.5991795,-8.449589,10.7942705,9.14332247556997,3.066832917705752,0.4158523344191098,0.22128013300082425,4.933893548651027,1.8353101009480357,True,"Lung, basal vs Rest","Lung, basal",Rest,Wfdc17
200,Cxcl11,0.9512,0.048799999999999955,2.969993838112496,8.632666e-05,0.00037964433,0.0,0.25,-1.9323409,-2.1389322,1.8243918,-7.5063105,6.024638,0.5743756786102064,4.59559434746468,0.1878393051031488,0.5145469659184987,0.39666144838427164,3.603335037084468,True,"Lung, basal vs Rest","Lung, basal",Rest,Cxcl11
201,Homer2,0.9512,0.048799999999999955,2.969993838112496,0.000115112925,3.4976394e-05,0.0,0.25,2.619836,2.5989351,2.0702348,-4.2129173,7.5443306,1.6948968512486433,0.3642560266001608,0.5483170466883823,0.15444721529509572,1.1259460045537188,0.2526181878707042,True,"Lung, basal vs Rest","Lung, basal",Rest,Homer2
202,Pllp,0.9512,0.048799999999999955,2.969993838112496,3.807216e-05,1.7038536e-05,0.0,0.25,2.6927621,2.9150028,2.970031,-7.6338825,9.276799,0.5287730727470142,0.14497090606816337,0.2616720955483171,0.054696591853698795,0.36114698344144996,0.10499483115103368,True,"Lung, basal vs Rest","Lung, basal",Rest,Pllp
203,Mst1,0.9512,0.048799999999999955,2.969993838112496,1.8601377e-05,6.6411308e-06,0.0,0.25,1.6852933,1.776928,1.0494152,-2.8241205,5.6232967,0.19109663409337682,0.03158769742310907,0.14440825190010861,0.025852036575228752,0.13154964855472767,0.0241398247533809,True,"Lung, basal vs Rest","Lung, basal",Rest,Mst1
204,Faah,0.951,0.049000000000000044,2.9656935708683982,0.00011614869,3.7826194e-05,0.0,0.25,2.704856,2.8710794,2.1454666,-3.7074938,8.097332,1.6905537459283393,0.44995843724022394,0.5939196525515745,0.16965918536990707,1.1988303892162193,0.30771537625173273,True,"Lung, basal vs Rest","Lung, basal",Rest,Faah
205,Tmem43,0.951,0.049000000000000044,2.9656935708683982,8.15032e-05,2.8816647e-05,0.0,0.25,1.7727369,1.8209958,1.2069815,-2.700553,5.2194347,1.0781758957654726,0.2990856192851141,0.5689467969598264,0.18869492934330487,0.8522030308708523,0.2572644054241867,True,"Lung, basal vs Rest","Lung, basal",Rest,Tmem43
206,Spink8,0.951,0.049000000000000044,2.9656935708683982,4.7931757e-05,1.5021617e-05,0.0,0.25,2.6141336,2.602528,2.543191,-6.787079,10.710886,0.92942453854506,0.18187863674147964,0.10314875135722044,0.030922693266833168,0.5982688215936867,0.10616032446624647,True,"Lung, basal vs Rest","Lung, basal",Rest,Spink8
207,Sptssb,0.9508,0.04920000000000002,2.961409919253223,5.250466e-05,1.5654537e-05,0.0,0.25,2.340028,2.4442906,1.8735361,-5.0340033,10.294271,0.6243213897937027,0.07963424771404841,0.17046688382193273,0.027930174563591217,0.35932245148695946,0.05612435161714421,True,"Lung, basal vs Rest","Lung, basal",Rest,Sptssb
208,Mab21l4,0.9508,0.04920000000000002,2.961409919253223,2.0936674e-05,1.366232e-05,0.0,0.25,2.1762884,2.4560761,2.6650639,-6.0572147,9.136325,0.38110749185667764,0.12826267664172988,0.24429967426710106,0.06026600166250997,0.24377474790156564,0.08259129876125532,True,"Lung, basal vs Rest","Lung, basal",Rest,Mab21l4
209,Il12rb2,0.9506,0.0494,2.9571427480765746,1.35270775e-05,9.600765e-06,0.0,0.25,1.4552991,1.6837521,2.776166,-6.7545977,9.188678,0.21606948968512493,0.1073981712385708,0.11074918566775248,0.05353283458021586,0.16287650926445524,0.0695063957737346,True,"Lung, basal vs Rest","Lung, basal",Rest,Il12rb2
210,Etv1,0.9506,0.0494,2.9571427480765746,3.6322148e-05,1.4738061e-05,0.0,0.25,2.1644409,2.2620153,1.9039071,-6.465396,7.408617,0.461454940282302,0.14688279301745702,0.24864277958740508,0.0731504571903576,0.3632589522994519,0.11161575300174044,True,"Lung, basal vs Rest","Lung, basal",Rest,Etv1
211,Slc10a5,0.9506,0.0494,2.9571427480765746,1.5617832e-05,5.0033404e-06,0.0,0.25,2.1810365,2.3471584,1.9026842,-5.459446,7.274973,0.19652551574375685,0.030839567747298575,0.15526601520086866,0.02410640066500428,0.16888428045100212,0.023391240155126076,True,"Lung, basal vs Rest","Lung, basal",Rest,Slc10a5
212,Wfdc15b,0.9504,0.04959999999999998,2.9528919237865017,5.9938215e-05,3.2512628e-05,0.0,0.25,2.2167397,2.493235,2.9043317,-8.09335,9.872741,1.0705754614549405,0.47240232751454264,0.22366992399565697,0.09235245220282759,0.7127001468305171,0.29658873654918066,True,"Lung, basal vs Rest","Lung, basal",Rest,Wfdc15b
213,Il36rn,0.9502,0.049799999999999955,2.948657314443122,5.2528638e-05,3.857317e-05,0.0,0.25,2.0590916,2.2724638,2.8020914,-8.218855,11.130831,0.5863192182410425,0.28312551953449644,0.18241042345276878,0.04546965918536983,0.3972784990286492,0.20914823303550567,True,"Lung, basal vs Rest","Lung, basal",Rest,Il36rn
214,Vnn3,0.95,0.050000000000000044,2.9444387896927755,4.858799e-05,1.6724183e-05,0.0,0.25,2.3767297,2.4589162,2.1382825,-4.835456,9.851319,0.3517915309446255,0.09742310889443093,0.12812160694896854,0.03682460515378234,0.25365464116526343,0.07112465566290183,True,"Lung, basal vs Rest","Lung, basal",Rest,Vnn3
215,Cldn23,0.9496,0.0504,2.936049480336206,8.837394e-05,4.0003873e-05,0.0,0.25,2.112909,2.4297462,1.9862907,-4.749256,7.4764175,1.2280130293159612,0.47930174563589983,0.5070575461454941,0.18104738154613195,0.9137167285403908,0.3279194880932728,True,"Lung, basal vs Rest","Lung, basal",Rest,Cldn23
216,Spdef,0.9496,0.0504,2.936049480336206,3.1106552e-05,1.1286938e-05,0.0,0.25,2.2124777,2.2838793,3.069639,-6.8111067,11.366694,0.5059717698154181,0.043142144638404004,0.10749185667752446,0.015876974231088917,0.31039519810298305,0.03309804800455763,True,"Lung, basal vs Rest","Lung, basal",Rest,Spdef
217,Fxyd4,0.9496,0.0504,2.936049480336206,3.5464403e-05,1.7146935e-05,0.0,0.25,1.6254673,1.7763987,2.0106497,-6.792547,7.170576,0.5504885993485343,0.22078137988362362,0.13789359391965259,0.060515378221113456,0.3909770601503072,0.15422370848076658,True,"Lung, basal vs Rest","Lung, basal",Rest,Fxyd4
218,Adh1,0.9496,0.0504,2.936049480336206,3.2833923e-05,1.32196155e-05,0.0,0.25,2.238082,2.2898927,1.9358604,-7.0039434,9.654696,0.4419109663409339,0.08088113050706591,0.22366992399565697,0.03424771404821299,0.30897885004047204,0.07003193879791533,True,"Lung, basal vs Rest","Lung, basal",Rest,Adh1
219,Rnase1,0.9496,0.0504,2.936049480336206,0.00015499724,8.485988e-05,0.0,0.25,2.4284742,2.77631,2.6500542,-5.614525,9.809674,2.320304017372422,1.2188694929343338,0.3517915309446255,0.1532003325020784,1.5613146987830946,0.887458774854204,True,"Lung, basal vs Rest","Lung, basal",Rest,Rnase1
220,Tgm1,0.9494,0.05059999999999998,2.931878442728327,4.1793748e-05,1.8206414e-05,0.0,0.25,1.814317,1.9954824,1.7005556,-4.920536,6.6924515,0.5635179153094464,0.16408977556109774,0.2833876221498372,0.08113050706566981,0.40221463415616227,0.12438862014224814,True,"Lung, basal vs Rest","Lung, basal",Rest,Tgm1
221,Slc15a1,0.9494,0.05059999999999998,2.931878442728327,2.1238107e-05,8.264352e-06,0.0,0.25,1.8221102,2.0092392,1.5766253,-4.537792,6.445451,0.2833876221498372,0.07398171238570259,0.1878393051031488,0.051953449709060455,0.20519624244725623,0.06282936321787495,True,"Lung, basal vs Rest","Lung, basal",Rest,Slc15a1
222,Efna3,0.949,0.051000000000000045,2.9235829803445967,4.8207694e-05,2.3333732e-05,0.0,0.25,1.7376535,1.9626689,1.922446,-5.670088,7.55525,0.4375678610206299,0.14513715710723224,0.20304017372421287,0.04912718204488762,0.32446602715820205,0.10413645738630536,True,"Lung, basal vs Rest","Lung, basal",Rest,Efna3
223,Cyp27a1,0.9488,0.05120000000000002,2.9194583114251467,3.572383e-05,1.1312827e-05,0.0,0.25,2.241717,2.2909536,1.7153484,-3.715742,7.6896286,0.4896851248642781,0.10299251870324273,0.29533116178067326,0.06807980049875298,0.35827047570378157,0.07392851013372238,True,"Lung, basal vs Rest","Lung, basal",Rest,Cyp27a1
224,Slpi,0.9486,0.0514,2.9153488569717028,9.264746e-05,8.538921e-05,0.0,0.25,1.5199488,1.7475872,2.8197777,-7.5948277,9.936974,2.9348534201954406,2.1906899418121606,0.29641693811074926,0.1126350789692461,1.6550900912895536,1.2400326542546596,True,"Lung, basal vs Rest","Lung, basal",Rest,Slpi
225,Syt8,0.9486,0.0514,2.9153488569717028,4.3611868e-05,1.540225e-05,0.0,0.25,2.8739808,2.8118286,2.3570876,-4.4236307,8.166391,0.6449511400651468,0.18603491271820435,0.33441910966340943,0.09617622610141469,0.42144632415518396,0.12555289866142952,True,"Lung, basal vs Rest","Lung, basal",Rest,Syt8
226,Tgfa,0.9486,0.0514,2.9153488569717028,4.048682e-05,2.2943565e-05,0.0,0.25,2.2250166,2.4320889,2.2218797,-7.1117554,8.14034,0.5570032573289904,0.2225270157938475,0.34093376764386546,0.10415627597672689,0.4482734595991242,0.17552819025879474,True,"Lung, basal vs Rest","Lung, basal",Rest,Tgfa
227,Abca13,0.9484,0.05159999999999998,2.911254498449377,8.4105086e-05,2.4353334e-05,0.0,0.25,2.558251,2.5047574,2.2513778,-5.602725,9.399278,0.917480998914224,0.20947630922693256,0.31704668838219335,0.07855361596010024,0.8072319468480974,0.16217669504880722,True,"Lung, basal vs Rest","Lung, basal",Rest,Abca13
228,Sprr1a,0.9482,0.05179999999999996,2.907175118698705,0.0015974385,0.00054670917,0.0,0.25,2.1315804,2.2018352,1.984652,-6.6273513,9.405991,37.62214983713341,9.967996674978997,0.700325732899023,0.4227763923524237,21.310323798268563,7.167708197171004,True,"Lung, basal vs Rest","Lung, basal",Rest,Sprr1a
229,Cp,0.9482,0.05179999999999996,2.907175118698705,6.8129804e-05,2.1799433e-05,0.0,0.25,2.1207185,2.1321836,1.9375035,-6.254221,10.486198,0.5103148751357222,0.18778054862842894,0.1411509229098806,0.05569409808811274,0.44021407440353993,0.14417545475413895,True,"Lung, basal vs Rest","Lung, basal",Rest,Cp
230,Acta2,0.9482,0.05179999999999996,2.907175118698705,4.0548875e-05,0.00036423584,0.0,0.25,-2.2965968,-2.4661384,2.7042494,-9.307119,6.4420767,0.3995656894679697,3.2121363258520548,0.13572204125950058,0.3493765586034706,0.23673448902029515,4.011905503746531,True,"Lung, basal vs Rest","Lung, basal",Rest,Acta2
231,Fam3b,0.9482,0.05179999999999996,2.907175118698705,2.3435472e-05,1.3470218e-05,0.0,0.25,2.9422762,2.9800344,3.4820154,-5.893649,11.139424,0.2551574375678611,0.09393183707398214,0.13572204125950058,0.04505403158769736,0.16682806339920417,0.07042773163614509,True,"Lung, basal vs Rest","Lung, basal",Rest,Fam3b
232,Abhd14b,0.9482,0.05179999999999996,2.907175118698705,0.00010111913,3.272185e-05,0.0,0.25,1.7993286,1.8828707,1.1753185,-2.9844875,5.8787746,1.5960912052117269,0.4114713216957474,0.6232356134636267,0.24048212801329102,1.0409967224066534,0.31802680732640715,True,"Lung, basal vs Rest","Lung, basal",Rest,Abhd14b
233,Tagln,0.948,0.052000000000000046,2.903110601914443,9.491707e-05,0.00083527586,0.0,0.25,-2.0847666,-2.130978,3.2015734,-9.500206,8.317783,0.8621064060803477,6.622360764754704,0.1867535287730728,0.49027431421442813,0.5156204174941056,8.354362414756324,True,"Lung, basal vs Rest","Lung, basal",Rest,Tagln
234,Stom,0.948,0.052000000000000046,2.903110601914443,2.1870186e-05,8.486515e-06,0.0,0.25,2.5120034,2.598033,2.0824971,-4.5283566,8.815955,0.23995656894679704,0.07988362427265203,0.17480998914223675,0.05095594347464651,0.16999272883105027,0.06437233227598387,True,"Lung, basal vs Rest","Lung, basal",Rest,Stom
235,Ppfibp2,0.948,0.052000000000000046,2.903110601914443,5.682158e-05,2.2922319e-05,0.0,0.25,2.4040236,2.548204,2.1664546,-4.8491096,7.6415844,0.8892508143322478,0.2746467165419767,0.4201954397394138,0.11712385702410921,0.6334670017113102,0.18419401691837017,True,"Lung, basal vs Rest","Lung, basal",Rest,Ppfibp2
236,Ifit3,0.948,0.052000000000000046,2.903110601914443,6.531066e-05,0.00024150126,0.0,0.25,-1.1548399,-1.3853426,2.6415985,-9.038003,7.17196,0.47231270358306204,1.7713216957606253,0.14983713355048864,0.378221113881938,0.3648976139546425,2.2931832565338026,True,"Lung, basal vs Rest","Lung, basal",Rest,Ifit3
237,Mfsd5,0.9478,0.052200000000000024,2.8990608336247803,5.1855866e-05,2.1025453e-05,0.0,0.25,1.4599726,1.5693812,0.9481911,-3.1529284,4.659277,0.7654723127035833,0.25419783873648855,0.45168295331161795,0.18187863674147683,0.5700570572770608,0.2072271354603085,True,"Lung, basal vs Rest","Lung, basal",Rest,Mfsd5
238,Ces2f,0.9478,0.052200000000000024,2.8990608336247803,3.57446e-05,1.1246332e-05,0.0,0.25,2.056382,2.2050204,1.552633,-3.406433,6.8390694,0.467969598262758,0.10739817123857134,0.2801302931596092,0.07448046550290964,0.3794921482937111,0.09194721674803695,True,"Lung, basal vs Rest","Lung, basal",Rest,Ces2f
239,Heyl,0.9478,0.052200000000000024,2.8990608336247803,3.8503647e-05,1.2241728e-05,0.0,0.25,1.7871599,1.7708435,1.2833327,-3.5687885,7.5965033,0.5515743756786103,0.09210307564422324,0.2779587404994572,0.057439733998337135,0.3621758921154625,0.07912873220026762,True,"Lung, basal vs Rest","Lung, basal",Rest,Heyl
240,S100g,0.9474,0.05259999999999998,2.8910050911871408,0.0009540624,0.0003116153,0.0,0.25,3.0803263,3.2132354,2.8005767,-5.8569345,9.134474,8.698154180238857,4.02244389027431,0.17915309446254077,0.25444721529508507,4.419113455186505,2.486658946043084,True,"Lung, basal vs Rest","Lung, basal",Rest,S100g
241,Gcnt2,0.9474,0.05259999999999998,2.8910050911871408,8.9652756e-05,3.0890787e-05,0.0,0.25,1.8735673,1.9356589,1.3161733,-2.8665438,5.942895,1.2041259500542891,0.2579384871155429,0.5537459283387623,0.1510390689941817,0.8929262741441268,0.2413826298721065,True,"Lung, basal vs Rest","Lung, basal",Rest,Gcnt2
242,Myh4,0.9472,0.05279999999999996,2.886998894581037,5.4293312e-05,2.2728123e-05,0.0,0.25,2.3902016,2.50802,2.266973,-4.6817284,8.401045,0.5472312703583063,0.16674979218620117,0.11183496199782848,0.05020781379883606,0.3186794043602219,0.11301772401552067,True,"Lung, basal vs Rest","Lung, basal",Rest,Myh4
243,Slc45a3,0.9472,0.05279999999999996,2.886998894581037,1.615456e-05,1.4196384e-05,0.0,0.25,1.0687602,1.414114,2.188655,-5.271618,7.0727224,0.23887079261672103,0.11155444721529575,0.14983713355048864,0.05361596009975036,0.1583822639655975,0.07646165114117856,True,"Lung, basal vs Rest","Lung, basal",Rest,Slc45a3
244,Plet1,0.9472,0.05279999999999996,2.886998894581037,0.00022519875,0.00011430329,0.0,0.25,1.7734518,1.8696079,1.9058152,-6.046377,9.564476,3.1031487513572213,1.4371571072319427,0.6818675352877309,0.24954280964255024,2.383688099262608,1.168935643607536,True,"Lung, basal vs Rest","Lung, basal",Rest,Plet1
245,Ccl21a,0.947,0.05300000000000005,2.88300700151439,0.0005424965,0.0045706243,0.0,0.25,-2.1903844,-2.1990356,3.1930373,-9.589315,7.819847,10.691639522258285,50.715461346635614,0.693811074918567,0.8132169576059148,8.040286855665151,70.7078777440899,True,"Lung, basal vs Rest","Lung, basal",Rest,Ccl21a
246,Ccl9,0.947,0.05300000000000005,2.88300700151439,0.00012748144,0.00011258755,0.0,0.25,1.5589097,1.7728858,2.592486,-6.6437616,8.436132,1.2909880564603695,1.385536159601007,0.21932681867535295,0.17448046550290738,0.8412282447758181,0.8759215467939108,True,"Lung, basal vs Rest","Lung, basal",Rest,Ccl9
247,Ptn,0.9466,0.0534,2.8750656948042224,1.995805e-05,9.6930366e-05,0.0,0.25,-2.0926933,-2.256126,1.767642,-7.660864,5.7299337,0.21606948968512493,0.6453865336658101,0.10966340933767647,0.28636741479632855,0.157564449867244,0.7873973372309909,True,"Lung, basal vs Rest","Lung, basal",Rest,Ptn
248,Ifitm6,0.9466,0.0534,2.8750656948042224,1.5000353e-05,6.484744e-06,0.0,0.25,2.7821865,2.9673233,2.619771,-5.461156,11.100103,0.19761129207383285,0.05511221945137155,0.1150922909880565,0.022693266832917804,0.14536904039962106,0.03279808148979136,True,"Lung, basal vs Rest","Lung, basal",Rest,Ifitm6
249,Lyz2,0.9466,0.0534,2.8750656948042224,0.0004009083,0.00035061446,0.0,0.25,1.4088142,1.6512442,2.5883257,-5.748062,8.045383,6.7339847991313375,6.373067331670751,0.34093376764386546,0.31596009975060635,3.4841305475649076,3.8584870027834794,True,"Lung, basal vs Rest","Lung, basal",Rest,Lyz2
250,Prap1,0.9466,0.0534,2.8750656948042224,0.00010481348,8.376861e-05,0.0,0.25,1.8623066,1.889389,2.8493295,-7.5043583,12.182557,0.9435396308360481,0.8075644222776353,0.12377850162866454,0.057273482959268145,0.6951619342899078,0.5497595445107604,True,"Lung, basal vs Rest","Lung, basal",Rest,Prap1
251,Ceacam1,0.9464,0.05359999999999998,2.871116068586631,2.3797647e-05,1.9527144e-05,0.0,0.25,1.2805673,1.482728,2.7966928,-6.879037,9.28402,0.29641693811074926,0.13391521197007514,0.13137893593919656,0.054862842892767785,0.21289858267110792,0.09550857014647178,True,"Lung, basal vs Rest","Lung, basal",Rest,Ceacam1
252,Rab3d,0.9464,0.05359999999999998,2.871116068586631,7.699171e-05,2.7096743e-05,0.0,0.25,1.8344008,1.9856639,1.1137518,-2.2685957,5.211014,1.0542888165038005,0.30590191188694277,0.5526601520086863,0.1940149625935121,0.7868624565738394,0.2548155940439295,True,"Lung, basal vs Rest","Lung, basal",Rest,Rab3d
253,Mlph,0.9462,0.05379999999999996,2.867180320724311,7.5534175e-05,2.1211326e-05,0.0,0.25,2.2307084,2.3156056,1.8639989,-4.342972,8.470739,1.193268186753529,0.1965087281795502,0.3919652551574377,0.11064006650041805,0.8434865898488585,0.1557453696183132,True,"Lung, basal vs Rest","Lung, basal",Rest,Mlph
254,Pglyrp1,0.9462,0.05379999999999996,2.867180320724311,0.00054687064,0.0003612986,0.0,0.25,1.7181172,1.8824725,2.7158334,-7.7785125,9.213111,8.300760043430982,6.80806317539476,0.5874049945711185,0.4120532003324747,4.663788524471863,4.228861200180809,True,"Lung, basal vs Rest","Lung, basal",Rest,Pglyrp1
255,Perp,0.9462,0.05379999999999996,2.867180320724311,0.0014283899,0.00040107986,0.0,0.25,2.024994,2.0184202,1.5746015,-4.484541,7.0828686,23.06080347448409,4.879717373233576,0.9478827361563521,0.7704073150456534,14.17084549028565,4.02855105666399,True,"Lung, basal vs Rest","Lung, basal",Rest,Perp
256,Rapgefl1,0.946,0.05400000000000005,2.8632583478732596,2.5079005e-05,7.745589e-06,0.0,0.25,1.8087981,1.8467274,1.3470844,-3.9009771,6.8386087,0.3322475570032574,0.04921030756442224,0.22584147665580898,0.04106400665004159,0.23621506963457803,0.0452136304511885,True,"Lung, basal vs Rest","Lung, basal",Rest,Rapgefl1
257,Tmem45a,0.946,0.05400000000000005,2.8632583478732596,0.00015792227,5.3219883e-05,0.0,0.25,2.313409,2.3459277,2.2039583,-6.4505424,11.30549,1.0857763300760046,0.28977556109725594,0.17372421281216074,0.03981712385702416,0.6824561597822733,0.19881679913322295,True,"Lung, basal vs Rest","Lung, basal",Rest,Tmem45a
258,Wfdc12,0.9458,0.054200000000000026,2.859350047835406,0.00014270331,6.728409e-05,0.0,0.25,2.380232,2.5640526,2.763774,-6.7149143,13.404622,5.049945711183484,1.5384871155444892,0.15960912052117268,0.10365752285951987,2.428109628111342,0.9309160146184531,True,"Lung, basal vs Rest","Lung, basal",Rest,Wfdc12
259,Mgp,0.9458,0.054200000000000026,2.859350047835406,5.3016734e-05,0.0005001073,0.0,0.25,-2.2646904,-2.3039737,2.720178,-9.450473,6.4231863,0.3713355048859936,3.1697423108894633,0.10532030401737245,0.4108063175394574,0.25184214868012966,5.022717284962324,True,"Lung, basal vs Rest","Lung, basal",Rest,Mgp
260,Bicdl2,0.9456,0.054400000000000004,2.8554553195417203,4.8039215e-05,1.6812031e-05,0.0,0.25,2.1587934,2.301004,1.5433449,-2.8221483,5.6445007,0.7252985884907711,0.18370739817123852,0.4386536373507059,0.12119700748129981,0.4792662233454346,0.11779861847035138,True,"Lung, basal vs Rest","Lung, basal",Rest,Bicdl2
261,Ecm1,0.9454,0.05459999999999998,2.8515740630356436,0.000105398394,4.525732e-05,0.0,0.25,2.1893528,2.2910686,2.5800896,-7.916786,9.867253,1.5624321389793707,0.6646716541978314,0.3311617806731814,0.10789692435577948,1.2219288150628569,0.553823897574727,True,"Lung, basal vs Rest","Lung, basal",Rest,Ecm1
262,Defb6,0.9454,0.05459999999999998,2.8515740630356436,0.00022378903,0.000107487605,0.0,0.25,1.9498558,2.161829,2.5537455,-7.962044,10.402104,3.3626492942453865,1.1923524522028282,0.12812160694896854,0.11313383208645311,1.7087446368403194,0.8150374144807427,True,"Lung, basal vs Rest","Lung, basal",Rest,Defb6
263,Sp140l2,0.9454,0.05459999999999998,2.8515740630356436,4.9218324e-05,1.7757367e-05,0.0,0.25,2.0783656,2.2433605,1.6660029,-4.11724,7.0155315,0.5613463626492944,0.17772236076475434,0.27578718783930517,0.09351620947631062,0.39509273868154027,0.1254903496560262,True,"Lung, basal vs Rest","Lung, basal",Rest,Sp140l2
264,Selenom,0.9452,0.05479999999999996,2.8477061794568197,0.0003302675,0.00014354312,0.0,0.25,2.0780654,2.2629557,2.0935278,-4.5572624,8.083311,5.376764386536347,2.0636741479634786,0.5450597176981543,0.28354114713215595,3.2156063201991216,1.4327048351817635,True,"Lung, basal vs Rest","Lung, basal",Rest,Selenom
265,Prom1,0.9452,0.05479999999999996,2.8477061794568197,2.7389977e-05,1.4384957e-05,0.0,0.25,1.9591496,1.9266415,2.6167207,-7.7817593,9.233917,0.3289902280130294,0.12385702410640143,0.12703583061889254,0.05477971737323329,0.24133030017566104,0.09197818662282511,True,"Lung, basal vs Rest","Lung, basal",Rest,Prom1
266,Spmip3,0.9452,0.05479999999999996,2.8477061794568197,5.1541163e-05,2.194168e-05,0.0,0.25,2.2896583,2.2363582,2.3381865,-5.042038,10.593456,0.9098805646036919,0.20964256026600123,0.3061889250814333,0.07564422277639267,0.5799991818042378,0.1434146036876174,True,"Lung, basal vs Rest","Lung, basal",Rest,Spmip3
267,Cxcl17,0.9452,0.05479999999999996,2.8477061794568197,0.00012046857,4.4138294e-05,0.0,0.25,2.6741881,2.826849,2.9832783,-7.3790083,10.436808,1.8751357220412601,0.3309226932668317,0.29424538545059725,0.05652535328345769,1.2634564349950232,0.22797848874197343,True,"Lung, basal vs Rest","Lung, basal",Rest,Cxcl17
