NAME	TITLE	SCORE	
Lmod1		9.501056	
Tead1		9.491215	
Irf1		9.484852	
Wnk1		9.483457	
Map7d1		9.476748	
Ktn1		9.468159	
Lacc1		9.448374	
Dip2b		9.425656	
Pmepa1		9.42201	
Phip		9.414835	
Btbd7		9.414237	
Rin2		9.413178	
Irak3		9.407152	
Abca1		9.400427	
Huwe1		9.396967	
Maml3		9.388	
Zfta		9.387993	
Iffo2		9.383863	
Slc4a7		9.382575	
Wdfy3		9.361568	
Rbm4b		9.343023	
Ptbp2		9.3426485	
Ubr5		9.336845	
Eya2		9.318975	
Oplah		9.317828	
Id4		9.316274	
Grb10		9.30888	
Tnrc6a		9.306848	
Ptov1		9.287557	
Map1s		9.285131	
Slc27a1		9.281708	
Wwtr1		9.273432	
Pdpn		9.260321	
Fus		9.243754	
Kdm5a		9.243459	
Ankrd10		9.241564	
Man1a		9.233487	
Ahdc1		9.228297	
Slco2a1		9.225335	
Fcho2		9.218607	
Srsf11		9.218604	
Or4k5		9.21382	
Ppp1r12b		9.194546	
Inpp4b		9.180039	
Zfhx3		9.169351	
Hnrnpa2b1		9.169287	
Eogt		9.15547	
Il7		9.1469755	
Lox		9.145455	
Rnf43		9.142876	
Irag1		9.129287	
Sp100		9.118994	
Dag1		9.118393	
Ankrd6		9.114692	
Nufip2		9.111985	
Spats2l		9.104841	
Klkb1		9.072419	
Slc46a2		9.065506	
Iqcn		9.062994	
Gpx3		9.056507	
Nbeal1		9.052027	
Lingo2		9.051163	
Dync2h1		9.051131	
Pml		9.039348	
Grhl2		9.030425	
Srgap1		9.024191	
Kif5c		9.023908	
Celf2		9.0201645	
Ncor2		8.987557	
Tenm4		8.984898	
Vegfa		8.98345	
Bclaf1		8.949095	
Dync2i1		8.944409	
Setd5		8.935039	
Phactr2		8.9072075	
Plekhg2		8.900919	
Irgm2		8.8810005	
Hip1		8.880352	
Ccdc80		8.879319	
Slc39a2		8.857765	
Bnip5		8.856896	
Furin		8.851666	
Kdm6b		8.842505	
Rnf19a		8.833487	
Herc1		8.830487	
Zmym4		8.815166	
Ncl		8.798297	
Sh3d19		8.783467	
Serpina3i		8.778063	
Mapk6		8.771506	
Irs2		8.756199	
Rbm5		8.7461	
Tbc1d9		8.727354	
Wsb1		8.7207	
Trafd1		8.7007675	
Slc29a1		8.692311	
Marf1		8.681166	
Ivns1abp		8.677	
Rbbp6		8.65566	
Qser1		8.651927	
Ddr1		8.64808	
Syncrip		8.646428	
Top2b		8.634255	
Nktr		8.628255	
St3gal3		8.627085	
Sh3rf3		8.6172	
Kdm5b		8.606702	
Ddx17		8.59545	
Etnk1		8.587701	
Esyt2		8.586386	
Col12a1		8.584208	
Adgra3		8.5793705	
Egr2		8.579138	
Tap1		8.578034	
Nectin1		8.577313	
Sptbn1		8.566457	
Snai2		8.561051	
Tox		8.55894	
Rnf31		8.552016	
Foxc1		8.551158	
Kctd1		8.544708	
Tanc1		8.542215	
Gbp2		8.539305	
Hivep2		8.530982	
Cbx6		8.529313	
Ltbp2		8.527134	
Hdac4		8.512744	
Mndal		8.485106	
Adgrg2		8.482389	
Jag1		8.481343	
Rai1		8.472675	
Ltbp3		8.461769	
Ahcyl1		8.457401	
Ephb4		8.456945	
Crebbp		8.4503355	
Hunk		8.444836	
Mrps6		8.442444	
Elk4		8.4249115	
Fzd7		8.42351	
Mga		8.416921	
Cadm4		8.409522	
Prdm2		8.406978	
Camta1		8.406069	
Mcc		8.404302	
Rab11fip3		8.396768	
Itpr1		8.392408	
Trim12a		8.383822	
Luc7l3		8.373322	
Capn2		8.369994	
Fam193b		8.366104	
Srgap2		8.359638	
Crim1		8.341317	
Cblb		8.339933	
Actn1		8.33863	
Atf7ip		8.335304	
Hpgd		8.331451	
Trim56		8.324281	
Bcl7a		8.298563	
Clca2		8.286301	
Zfp282		8.276198	
Wwc2		8.271026	
Lgals8		8.242601	
Rb1cc1		8.241872	
Vezf1		8.2414875	
Ralgapa1		8.2387905	
Mgat5b		8.226413	
Gigyf2		8.218056	
Tnrc6c		8.214315	
Trrap		8.213093	
Aopep		8.210496	
Tmem72		8.205339	
Lamc1		8.204273	
Tulp3		8.201148	
Slc7a11		8.19717	
Slc20a1		8.190094	
Zfp451		8.188945	
Rbfox2		8.185981	
Tia1		8.184984	
Gas6		8.176553	
Ogt		8.174872	
Evl		8.166688	
Fam13b		8.157375	
Anxa6		8.151963	
Tmem64		8.131176	
Prkce		8.1219015	
Vmn2r100		8.117559	
Serpine1		8.1098995	
Ptprz1		8.082511	
Tra2a		8.076626	
Col6a4		8.06037	
Prpf39		8.053625	
Plpp3		8.029243	
Tgfb3		8.024913	
Ssh2		8.024043	
Csnk1a1		8.020194	
Zfp521		8.016262	
Acin1		8.013949	
Slco3a1		8.0092535	
Comt		7.9962864	
Chd8		7.995953	
Arid1b		7.994746	
Mbtd1		7.988171	
Pgf		7.986482	
Sympk		7.9788404	
Rbp1		7.978328	
H2-Q4		7.976147	
Slk		7.9556804	
Maf		7.9447594	
Pnrc1		7.9419365	
Malt1		7.9262705	
Rbm33		7.885584	
Zyx		7.859123	
Gabbr1		7.8508763	
Klf4		7.8500204	
Tmem87b		7.848936	
Spag9		7.8371415	
Srpk1		7.8256197	
Kansl1		7.813442	
Ces1b		7.8006477	
Clip4		7.800191	
Fam193a		7.796195	
Lypd1		7.7788343	
Arhgef19		7.7721767	
Kmt2d		7.7705626	
Tns4		7.7697453	
Bcl11b		7.76682	
Pfkfb3		7.7623954	
Ralgds		7.7519937	
Cep250		7.7362366	
Mtf2		7.731839	
Rev3l		7.730104	
Mtmr11		7.719795	
Pum1		7.717017	
Errfi1		7.6768847	
Golim4		7.6730328	
Sez6l		7.6648946	
Zcchc7		7.6628766	
Adam28		7.661537	
Fgd6		7.653954	
Pygo1		7.6524906	
Bcl6		7.638538	
Brd3		7.6338353	
Pxdc1		7.6331296	
Slfn2		7.6328087	
Smchd1		7.631747	
Ttc23		7.6265163	
Or10ag57		7.624721	
Atad2b		7.6236796	
Chst2		7.615602	
Six2		7.610466	
Eya1		7.6064153	
Itpkc		7.603133	
Arhgap23		7.6025696	
Nf1		7.5854573	
Prkd3		7.576735	
Tceal9		7.57615	
Cuedc1		7.5508866	
Trps1		7.5492764	
Zfp407		7.546366	
Chpt1		7.5360794	
Ppcdc		7.534939	
Usp9x		7.523958	
Rasgef1b		7.522593	
Zfp260		7.5183454	
Fbxo11		7.5126286	
Nr1d2		7.484852	
Kansl1l		7.4598055	
Stx16		7.4479156	
Tfdp2		7.4310303	
Mybpc1		7.430194	
Irf2bpl		7.42761	
Rere		7.422525	
Reps1		7.420298	
Cntln		7.4190636	
Pde6a		7.4159055	
Mafa		7.4134407	
Helz2		7.4087224	
Upf2		7.408634	
Kank2		7.40796	
Fbxl7		7.407484	
Pltp		7.3960557	
Kdm1a		7.393721	
Zhx2		7.388197	
Galnt14		7.3862047	
Nova1		7.3846316	
Mansc4		7.3797736	
Krt7		7.376102	
Col27a1		7.3738236	
Klhl24		7.373764	
Wipi2		7.3619227	
Pdxdc1		7.360479	
Ripk1		7.3504734	
Sectm1a		7.348032	
Med13		7.3456063	
Galnt17		7.3443127	
Zmynd11		7.34259	
Zfp219		7.3419237	
Zfp503		7.3405104	
Arrdc4		7.337746	
Pcdh17		7.3318906	
Tnfaip3		7.329834	
Ldlrad4		7.3292084	
Zc3h7a		7.322719	
Lgals1		7.3158183	
Ccnd1		7.3101854	
Abl1		7.293042	
Chd7		7.290229	
Dicer1		7.2888875	
Mdk		7.2867765	
Uhrf1bp1l		7.281013	
Limk2		7.2774534	
Tgif1		7.2766175	
Fndc3b		7.2682385	
Phf14		7.2653995	
Sesn3		7.2607594	
Emsy		7.26016	
Crp		7.259039	
S100pbp		7.254215	
Dmd		7.2537265	
Xrcc5		7.248735	
Kat6a		7.247451	
Map3k4		7.2456746	
Dab2ip		7.2433176	
Wscd1		7.2412667	
Cdc42bpa		7.2268457	
Adamts19		7.2024183	
Pcnx		7.1911893	
Fosl2		7.19045	
Adamts17		7.1864905	
Clcn2		7.176965	
Nr2c2		7.1746407	
Gab1		7.1717467	
Golga4		7.1557384	
Cnksr3		7.155729	
Itgav		7.153214	
Plek2		7.151544	
Bmp7		7.142926	
Gnptab		7.1413817	
Txlna		7.137542	
Utp14b		7.135517	
Fndc5		7.1347847	
Dennd5a		7.1192694	
Zfp462		7.115642	
Nlgn2		7.1045566	
Zfp532		7.0969057	
Tmcc1		7.094358	
Dsc2		7.0932145	
Rhbdl3		7.0918765	
Tet1		7.090458	
Atxn1		7.084232	
Zbtb37		7.07636	
Akap8l		7.0714006	
Map2		7.059428	
Pcnt		7.0554776	
Arglu1		7.0534625	
Tenm3		7.0528445	
Slc35d1		7.0466914	
Pkd1		7.0335426	
Pcm1		7.028715	
Ctnnd2		7.02543	
Bod1l		7.0225697	
Gnaq		7.020459	
Parp12		7.0044785	
Arhgap21		6.9979405	
Apol9a		6.997722	
Sv2b		6.995155	
Brpf1		6.989	
Shfl		6.9868016	
Rbfox1		6.9836607	
Zcchc24		6.9733343	
mt-Atp6		6.9626994	
Trpm3		6.948085	
Ifih1		6.9404635	
Dennd2b		6.939689	
Kat6b		6.93735	
Plxdc2		6.92843	
Dgkh		6.927317	
Dapk1		6.916999	
Epha7		6.915217	
Ampd3		6.9147744	
Pikfyve		6.914586	
Zfp651		6.9098883	
Phf3		6.9061103	
Prrx1		6.9034977	
Msrb3		6.8980136	
mt-Co2		6.8961864	
Golgb1		6.890517	
Ccser2		6.887647	
Atp10a		6.875428	
Csnk1g1		6.8672476	
Slc38a6		6.8630843	
Ajuba		6.862071	
Scara3		6.861531	
Map3k2		6.860022	
Dgka		6.855718	
Zfp395		6.846169	
Adgrl3		6.8288126	
Ltbp4		6.8287663	
Slc1a4		6.823322	
Ptar1		6.822484	
Vwa1		6.818005	
Ifit2		6.8114243	
Greb1l		6.809913	
Pkp3		6.79033	
Mpped2		6.7745605	
Pabpc4l		6.7727613	
Ifit3b		6.770051	
Adcy2		6.7624106	
Rock2		6.7617984	
Rassf1		6.7602835	
L3mbtl3		6.758357	
Bcl3		6.7544484	
Timp3		6.7543035	
Mib1		6.753379	
Or2y1		6.736566	
Apaf1		6.735931	
Adam30		6.7337184	
Carmil3		6.7320395	
Or13a18		6.7309628	
Adamts6		6.726583	
Exoc6b		6.7202325	
Pkd2		6.7154183	
Hexim1		6.7120295	
Lgals9		6.70978	
Edar		6.709166	
Kcnn3		6.706616	
Git2		6.7032413	
Mdc1		6.698745	
Large2		6.6947265	
Ptprf		6.6844425	
Gnas		6.6840434	
Tcaf1		6.683735	
Maml2		6.682666	
Ercc5		6.679511	
Zfpm2		6.665405	
Ago1		6.663668	
Mapk14		6.663642	
Map4		6.6572227	
Myo9a		6.6327076	
Adamts18		6.62306	
Ppp4r3a		6.6117024	
Apbb2		6.610228	
Zdhhc8		6.6047044	
Clip1		6.60263	
Kirrel		6.590372	
D630003M21Rik		6.5870614	
Patj		6.580224	
Bmpr1a		6.5790296	
Arhgef1		6.577578	
Rbm26		6.574115	
Gm3336		6.572508	
Safb		6.568836	
Zbtb44		6.5652466	
Selenon		6.560309	
Abl2		6.5568047	
Matr3		6.5520134	
Eef2		6.551115	
Tmem150c		6.5429206	
Edaradd		6.529612	
Fem1c		6.528301	
Arhgap24		6.527721	
Ep400		6.524933	
Bcar1		6.524183	
Smarcc1		6.523434	
Parp9		6.520137	
Gcc1		6.515968	
Uhrf2		6.509816	
Dstyk		6.5082283	
Oas1b		6.502439	
Unc45a		6.5019593	
Phlda1		6.497799	
Crtc3		6.4950085	
Rbm25		6.49195	
Serinc5		6.489773	
Trim30d		6.482039	
Tmem132a		6.4809556	
Prkaa2		6.480251	
Ddhd1		6.4740157	
Sema3d		6.473315	
Zmym5		6.4685655	
Mcam		6.4560704	
Pdlim7		6.447655	
Slc43a2		6.4470086	
Tet3		6.444106	
Gatad2b		6.435696	
Oas2		6.4304123	
Extl3		6.4222517	
Atp8b2		6.4188457	
Tbc1d2b		6.406897	
Ifngr1		6.405627	
Oas3		6.403417	
Atoh8		6.3993683	
Luc7l2		6.3958526	
BC005537		6.391283	
Unc5c		6.39078	
Topors		6.383903	
Rcor3		6.383343	
Brd4		6.378379	
Pxdn		6.3722334	
Ctbp2		6.371737	
Kremen1		6.370402	
Pax1		6.3674626	
Cdr2l		6.367106	
Soga1		6.365802	
Ddx24		6.3555565	
Twsg1		6.3506594	
Arhgap10		6.3498	
Asxl2		6.3489623	
Gramd1a		6.3373046	
Kif13a		6.337269	
Ano6		6.3366475	
Fam78b		6.321713	
Ddah2		6.315751	
Ctdspl2		6.3103104	
Mybbp1a		6.30885	
Atp13a3		6.304572	
Flrt2		6.286051	
Arid5b		6.2731657	
Marchf8		6.266128	
Ptk7		6.2526507	
Rbm6		6.2473702	
Spty2d1		6.2433877	
Stox1		6.2424126	
Bltp2		6.233651	
Cmpk2		6.2322154	
Gpr139		6.229779	
Lipg		6.2254443	
Pan3		6.225074	
Rc3h1		6.223094	
Nt5c2		6.221417	
Ankrd50		6.2205772	
Six4		6.2205415	
Mex3b		6.209135	
Arid2		6.2058787	
Dock7		6.2026606	
Cyp1b1		6.2024636	
Cep164		6.2023625	
Dtx4		6.197086	
Nxf1		6.189853	
Trim25		6.18637	
Mapk8ip3		6.1858773	
Zfp329		6.181084	
Ulk1		6.1786613	
Naa16		6.1699643	
Nipal2		6.169387	
Rnf217		6.168109	
Osbpl10		6.166745	
Zfp90		6.1652417	
Pitpnm2		6.1638803	
Plod3		6.1566358	
Slc16a2		6.151982	
Cpsf7		6.148714	
Mapk8		6.147674	
Tasor2		6.1465173	
Pde1b		6.1433587	
Sdad1		6.1411653	
Akap13		6.1397343	
Mdm4		6.1370435	
Sncaip		6.1287303	
Eps8l1		6.127834	
Gpatch8		6.12544	
Rictor		6.1242366	
Raph1		6.1199965	
Hmgn1		6.1193204	
Nr4a2		6.1144204	
Hook3		6.110668	
Klhl42		6.1055393	
Prdm11		6.1054997	
Grn		6.0888057	
Cnot1		6.084042	
Dcx		6.0828013	
Ecpas		6.08214	
Alms1		6.081998	
Vangl2		6.078099	
Peak1		6.077697	
Cic		6.0765147	
Zfp326		6.0756836	
Cdk12		6.074872	
Caprin2		6.0668325	
Gcn1		6.057548	
9930021J03Rik		6.054762	
Hdgfl3		6.0532813	
Bmpr1b		6.0438204	
Pawr		6.0420604	
Sfswap		6.0413756	
Ttc14		6.0340695	
Pogk		6.0283337	
Art4		6.020759	
Dclk1		6.020328	
Kcnma1		6.0173945	
Cdhr1		6.015874	
Swt1		6.0140553	
Cpsf6		6.0059037	
Zfp609		6.002949	
Metap1d		6.002313	
Gm14391		6.0008397	
mt-Co3		5.988969	
Nin		5.9859757	
Chd2		5.9786434	
Setd7		5.975107	
Creb5		5.973633	
Zfp358		5.969199	
Cntrl		5.954135	
Rnf169		5.950885	
Otud7b		5.9468484	
Yeats2		5.934121	
Dcaf6		5.9331408	
Noct		5.930466	
Srpk2		5.9250917	
Trim12c		5.9230714	
Birc6		5.9211364	
Bcorl1		5.9173923	
Zfp131		5.9023952	
Nos1		5.899004	
Itga3		5.898367	
Dmxl1		5.898235	
Ldb1		5.8877378	
Dop1a		5.8753834	
Pura		5.866146	
Nav1		5.8615723	
Mdga2		5.8571815	
Dtnb		5.849514	
Pcdhga12		5.838746	
Creb1		5.836981	
Map3k5		5.8365765	
Usp47		5.8296375	
Zzz3		5.8291807	
Mdn1		5.827665	
Eny2		5.8233604	
Msh3		5.8228445	
Brd9		5.8220115	
Ncor1		5.821303	
Dnaaf9		5.8210263	
Pik3ip1		5.8169923	
Scaper		5.8057547	
Slc20a2		5.803922	
Zfp821		5.800007	
Tcf3		5.799394	
Ssbp2		5.792407	
Cavin1		5.791902	
Hey2		5.785475	
Lrrc17		5.7845426	
Lmna		5.784333	
Prr12		5.784055	
Tut7		5.7820525	
Tbl1xr1		5.781939	
Carhsp1		5.7683725	
Ier2		5.755606	
Camk4		5.75482	
Zfp618		5.7512226	
Samhd1		5.750766	
Obsl1		5.748176	
Dock1		5.7354345	
Slc37a3		5.733671	
Map4k3		5.7328105	
Midn		5.728157	
Efs		5.7269945	
Dpyd		5.719757	
