NAME	TITLE	SCORE	
Gp2		6.874699	
Ctxn3		6.8704386	
Calml3		6.862679	
Stat2		6.805685	
Tmem43		6.7920213	
Ubc		6.782159	
Zfp503		6.7618527	
Trim25		6.7579293	
Pcdh1		6.7409234	
Nedd4l		6.7366295	
Sgms1		6.735409	
Clic1		6.7315907	
Oas1a		6.71145	
Fosl2		6.7097244	
Adam28		6.7043858	
Ikzf2		6.6610446	
Jup		6.66027	
Acer3		6.622828	
Pax9		6.6022563	
Fgfr3		6.6007032	
Acsl1		6.588019	
Gbp2		6.581015	
Erbb3		6.57498	
Egln3		6.565471	
Tjp3		6.5577188	
Trafd1		6.5550146	
Ube2f		6.5396657	
Tagln2		6.523046	
Arhgap29		6.520148	
Chmp2b		6.5111237	
Fyb2		6.4947	
Tcn2		6.4796214	
Ifnar2		6.4737983	
Smim22		6.4669914	
Ppfibp2		6.4616194	
1810037I17Rik		6.456075	
Cldn8		6.446871	
H2-D1		6.4360113	
Sfn		6.429089	
Eif2ak2		6.4207506	
Igfbp7		6.415118	
Ifngr1		6.4130588	
Tmem40		6.407558	
S100a6		6.397507	
Tcim		6.3941903	
Kif1c		6.3804364	
Ano1		6.3701015	
Nectin2		6.3674245	
Ctnnd1		6.3651695	
Irf2bpl		6.3589134	
Atp10b		6.358403	
Bmp4		6.3537765	
Cnfn		6.353743	
Tmem9b		6.350508	
Mx1		6.3493495	
Hspa1b		6.349283	
Rab11fip1		6.342521	
Prss8		6.335333	
Slk		6.3167977	
H6pd		6.30708	
Prr15l		6.3023567	
Kat2b		6.2987995	
Hspa1a		6.293313	
Tspan12		6.288526	
Baiap2l1		6.282551	
Vipr1		6.280638	
Osbpl9		6.261257	
Spry1		6.260573	
Cwh43		6.259176	
Tyro3		6.251182	
Cpq		6.2426715	
Mitd1		6.2305164	
Ttc7		6.222471	
Ccdc68		6.212571	
Mgat3		6.2100224	
Zfp608		6.2075925	
Cgn		6.1822147	
Fuca1		6.1753416	
Cdkn1a		6.171997	
Mob3b		6.16399	
Aopep		6.1605053	
Prob1		6.1495175	
Ralbp1		6.1482644	
Ccn1		6.1358457	
St3gal1		6.1111	
Avpi1		6.106469	
Ifi204		6.0983434	
Hexb		6.092713	
Tubb4b		6.070683	
Sh3bgrl2		6.069137	
Mapkapk2		6.0593195	
Fry		6.047836	
Kifc3		6.040705	
Eya2		6.0364823	
Sppl2a		6.0363083	
Vmp1		6.0199203	
C77080		6.008212	
Grb7		6.0054774	
Ccdc12		6.0033526	
Tanc1		5.985573	
Irgm2		5.9806123	
Irf9		5.970257	
Cbr1		5.9380474	
Csnk1e		5.932377	
Slc44a1		5.9310923	
Sptbn1		5.930906	
Sgk1		5.9308095	
Csta1		5.9268875	
Rnh1		5.9166145	
Ndufa4		5.911504	
Crybg3		5.90803	
Sema3c		5.9029713	
Hp		5.8934536	
Skil		5.8917103	
Cracdl		5.8847666	
Paqr5		5.8768606	
Rab25		5.87253	
Mapk13		5.8722687	
Wwtr1		5.859911	
Arhgef38		5.859905	
Ceacam1		5.8543463	
Atp6v1b1		5.853886	
Tmem30b		5.852712	
Cldn10		5.8487973	
S100a10		5.846381	
Prxl2a		5.836337	
Nek7		5.8325286	
Dag1		5.8296714	
Rab15		5.822699	
Plscr2		5.8180647	
Zfand5		5.81363	
Gsn		5.812222	
Btc		5.811803	
Scn1b		5.8069463	
Rhoc		5.805953	
Smim5		5.803049	
Nucb2		5.800301	
Rai1		5.792791	
Rnase4		5.781818	
Rac1		5.7799935	
Fbxo32		5.773904	
Lrrfip1		5.772244	
Aldh3b2		5.7625165	
Mcl1		5.7545166	
Atp6v1g1		5.7487206	
Nccrp1		5.7388973	
Sh3rf1		5.723776	
Gk		5.715549	
Hoxb2		5.713088	
Tent5b		5.707893	
Marveld3		5.698538	
Niban2		5.6970043	
Taldo1		5.692713	
Slc35f5		5.690253	
Ctdspl		5.6866593	
Aldh1a3		5.6858506	
H2-T23		5.6753354	
Ezr		5.6730328	
Osbpl3		5.671319	
Gltp		5.6576467	
Urah		5.654202	
Arl2bp		5.653278	
Sdc1		5.6462	
Scara3		5.6415987	
Rnf13		5.6414948	
Wfdc18		5.6392746	
Slc23a4		5.6302156	
Osmr		5.6237593	
Cd151		5.615994	
Pard3		5.606668	
Trex2		5.6026864	
Rnf213		5.6021953	
Mfsd6		5.6012583	
Sh2d4a		5.5963244	
Bcam		5.5932775	
Hint2		5.587973	
Osbpl5		5.5854607	
Trp53inp2		5.583561	
Tfcp2l1		5.5781116	
Ltbr		5.5739474	
Tmbim1		5.555146	
Nfe2l2		5.5522633	
Myl6		5.550367	
H2-Q7		5.543583	
Capsl		5.5421906	
Krt78		5.54019	
Il6st		5.5294433	
Gsto2		5.5274167	
Ctnna1		5.524279	
Tbx1		5.522575	
Scel		5.5217643	
Amotl2		5.5186405	
Sulf2		5.5182295	
Smad7		5.517477	
Prrx2		5.5173593	
Slc45a3		5.5148516	
Efemp1		5.5145392	
Mpeg1		5.5142894	
Tap1		5.5120053	
Slpi		5.4952407	
Rptn		5.48654	
Ide		5.4851475	
Ctdsp2		5.485127	
Trp53bp2		5.4836783	
Slc39a4		5.48326	
Adam15		5.478459	
Acaa2		5.4760447	
Ntn1		5.4722824	
Pdxk		5.4704638	
Mprip		5.4660788	
Casp12		5.462738	
Plscr3		5.4554195	
Slc6a8		5.454218	
Rarg		5.452628	
Esrp1		5.4499903	
Tmem79		5.44845	
Mndal		5.439251	
Epcam		5.432008	
Slc46a3		5.4183855	
Cds1		5.4181504	
Dsg3		5.416736	
Golm1		5.406478	
Ormdl3		5.40457	
App		5.4024177	
Cmtm8		5.3907228	
Ly6g6c		5.390534	
Slc4a4		5.387381	
Capzb		5.38039	
Osgin1		5.3774543	
Arhgap5		5.3761067	
Zfp36		5.3680854	
Pwwp2b		5.3673444	
Serinc2		5.3611517	
Nin		5.356876	
Dazap2		5.355601	
Foxo3		5.349938	
Ptprf		5.345954	
Smim6		5.340207	
Tmprss4		5.339457	
Dmkn		5.335351	
Clint1		5.3267527	
Sash1		5.3244085	
Atp8b1		5.3224144	
Fam3b		5.3220434	
Tcp11l2		5.317007	
Pgd		5.3162637	
Ergic3		5.3097525	
Ermp1		5.3069396	
Foxc1		5.2942944	
Ssbp3		5.294175	
Ttc36		5.292369	
Myo5b		5.2921896	
Muc5b		5.2879972	
Ptges		5.282191	
Pax1		5.280695	
Sprr2a3		5.2783594	
Inhba		5.2749834	
Epha2		5.26877	
Mapk11		5.2467675	
Tcea3		5.2442155	
Cd99l2		5.241956	
Snx2		5.240938	
Rrbp1		5.2373996	
Adss		5.2370768	
Tor3a		5.236935	
Clic6		5.2303357	
Ptbp3		5.2172837	
Ffar4		5.21604	
Cep170b		5.2138844	
Sytl1		5.212148	
Capn5		5.211833	
Wfdc12		5.2112536	
Glmp		5.202426	
Unc93b1		5.2023015	
Tspan13		5.192445	
Diaph1		5.192346	
Nedd9		5.1922135	
Arpc2		5.1913023	
Map1lc3b		5.1867237	
Xbp1		5.1792316	
Heca		5.1766734	
Taok3		5.1759186	
Tgm1		5.1710835	
Wwc2		5.168409	
9130008F23Rik		5.164	
Limk2		5.160461	
Kcnk5		5.1599426	
Sqor		5.1591067	
Mboat1		5.154042	
Stom		5.143071	
Atp6ap2		5.1421256	
Dusp5		5.1410756	
Cysrt1		5.138522	
Ltbp1		5.133656	
Ssbp2		5.132586	
Card19		5.1325393	
Bmp6		5.1317782	
Eif2ak3		5.1303077	
Hexa		5.126477	
Cited4		5.126464	
Cx3cl1		5.1230407	
1700017B05Rik		5.1088243	
Plaur		5.108414	
Oxr1		5.1079736	
Baiap2		5.107082	
Usp25		5.097303	
Pmaip1		5.095034	
Cbx6		5.092298	
Mpzl3		5.090974	
Slc6a14		5.0882006	
Ap1s3		5.0857005	
Pik3r1		5.084383	
Rras		5.0811386	
Tmem159		5.0691514	
Slc15a2		5.06689	
Fam110a		5.062697	
Trim3		5.0624084	
Tor1aip1		5.0617914	
Dsc2		5.0548916	
Bmpr1b		5.0414495	
Higd2a		5.036456	
Shroom3		5.0321574	
Rab8a		5.029756	
Ifi203		5.0289803	
Dock8		5.0276394	
Cenpb		5.0265055	
Chchd10		5.02411	
Wls		5.0227017	
Sp100		5.0200067	
Ctnnb1		5.018877	
Lpgat1		5.0178356	
Slc16a2		5.0144873	
Arap2		5.0143137	
Ifit1bl1		5.0111914	
Gna14		5.010923	
Capns1		5.0037217	
Stard3		5.0035124	
Laptm4b		5.0029874	
Ppp2r2b		4.995282	
Mindy2		4.9938307	
Cttn		4.991021	
Lynx1		4.98485	
Grhl2		4.971901	
Rnf130		4.9623613	
Pdlim2		4.956034	
Filip1l		4.9519463	
P4ha2		4.950536	
Hpse		4.949716	
Mapk3		4.9489713	
Asph		4.94356	
Styk1		4.941673	
Papss1		4.93996	
Galnt3		4.934548	
Acadm		4.9267864	
Cpd		4.9266796	
Chad		4.9222207	
Tapbp		4.9117274	
Stat1		4.9106636	
Zbtb42		4.9079733	
Gnaq		4.9036827	
Afap1		4.901428	
Golph3		4.900775	
Cgnl1		4.8993607	
Lamb2		4.892504	
Gbp3		4.886941	
Fbxo6		4.884412	
Bicdl2		4.88309	
Serpinb10		4.882168	
Lama5		4.8803763	
Arrdc1		4.879599	
Cux1		4.878611	
Slc44a2		4.878058	
Apol7a		4.8775983	
Cdo1		4.877023	
Fdx1		4.875182	
Trak1		4.875021	
Vamp5		4.873094	
Clip1		4.8656697	
Tut4		4.858958	
Padi1		4.858438	
Tmem140		4.8520494	
Kcne3		4.850876	
Aig1		4.8479714	
Dnaja4		4.8435855	
Grhl1		4.842296	
F5		4.835514	
Map4k5		4.832636	
Ptp4a2		4.8291683	
Ier2		4.828987	
Acsm1		4.8244414	
Rnf186		4.822208	
Dhx32		4.82174	
Rab10		4.8213844	
Tgfa		4.8203263	
Pyroxd1		4.819787	
Zfhx3		4.8027596	
Akip1		4.8014026	
Il18		4.798773	
Lpin2		4.7947807	
Fhl2		4.794136	
Ccdc141		4.7903705	
Mapk12		4.790099	
Thbs1		4.7875214	
Tmem63a		4.786965	
Bcap31		4.775381	
Cradd		4.7698855	
Znrf2		4.769324	
Mfge8		4.7684784	
Chp1		4.7673516	
Sprr1a		4.7602806	
Cab39l		4.754031	
Krt5		4.743104	
Parva		4.7408667	
Id1		4.74078	
Enpep		4.740609	
Rab3d		4.7297835	
Lypd3		4.72151	
Pik3ap1		4.721024	
Ptgfrn		4.7181153	
Elf1		4.717797	
Gm7609		4.716805	
Glrx		4.716519	
Spdef		4.707354	
Atp10a		4.70034	
Fam210b		4.698513	
Ctsl		4.691668	
Pon2		4.6900597	
Itgb5		4.6888165	
Egr1		4.6827393	
Cyp4a12a		4.680594	
Ifih1		4.6756954	
Uaca		4.673889	
Tspan7		4.658946	
Cyb5a		4.655549	
Herc6		4.6453	
Pkm		4.62828	
Galnt6		4.625595	
Sidt1		4.6248946	
Nr4a1		4.6243887	
Prrc2b		4.6218853	
Tmed10		4.6152496	
Ak3		4.608977	
Fam83e		4.603324	
Cpeb2		4.596589	
Tuft1		4.5918603	
Crim1		4.5905275	
Fgfbp1		4.584842	
Aktip		4.5782948	
Frmd4b		4.578219	
Pglyrp4		4.5753984	
Map3k6		4.5715127	
Adgrf4		4.5674896	
Cldn7		4.5597816	
Wnt4		4.558518	
Bex3		4.5537524	
Prdm1		4.5521903	
Smim31		4.549158	
Mbd2		4.548491	
Txndc5		4.5439057	
Hp1bp3		4.542156	
Ppp1r13l		4.540743	
Snx24		4.536049	
Pigt		4.526301	
Plat		4.524763	
Rpp21		4.5235023	
Rhov		4.520221	
Klf10		4.5153055	
Hcfc1r1		4.512719	
Zfp395		4.5062585	
Atl2		4.505325	
Sh3rf2		4.5001183	
Dhrs3		4.4993973	
Camk2n1		4.4974427	
Adipor1		4.4973135	
Atp6v1a		4.4967246	
Rest		4.495004	
Fmo2		4.4929767	
Apobr		4.4925356	
Tnfaip2		4.491517	
Hipk1		4.489915	
Myo1d		4.485825	
Rhpn2		4.4837575	
Rbms3		4.482728	
Tgif1		4.4814134	
Slc1a1		4.4732833	
Gm5431		4.4705276	
Rad51b		4.4695625	
Trim12a		4.4676747	
Dmrt2		4.4648757	
Tmed3		4.4521284	
Ebp		4.451469	
Smox		4.4426985	
Trf		4.4396625	
Ebag9		4.438916	
Cpne3		4.438583	
Iqgap2		4.438287	
Arf6		4.4356546	
Exph5		4.431926	
Hivep2		4.431408	
Socs5		4.4297605	
Egln1		4.4262433	
Sox2		4.426056	
Cfh		4.423878	
Marchf7		4.4232516	
Ptprj		4.4212112	
Tgtp1		4.418184	
Myadm		4.4161954	
Ncstn		4.4136825	
Scgb3a2		4.413328	
Magi3		4.4118395	
Insig2		4.411597	
Colgalt1		4.4112725	
Nfkbiz		4.411047	
Ppic		4.4018984	
Garin4		4.3964114	
Txnip		4.395251	
Egfr		4.391934	
Garre1		4.3886127	
Actg1		4.3844576	
Cyp4a12b		4.3830004	
Zdhhc5		4.376822	
Bscl2		4.3766637	
Clic5		4.375589	
Ddi2		4.3734365	
G6pdx		4.372215	
Arpc5l		4.370035	
9930111J21Rik2		4.3647013	
Ascl3		4.3569565	
Proser2		4.3529706	
Pcbd2		4.3527837	
Eeig1		4.346273	
Plekhh1		4.3460393	
Arhgap32		4.345064	
Naglu		4.3449974	
Stx19		4.3387666	
Ccl6		4.3366656	
Sptlc2		4.3353806	
Ube2r2		4.3316402	
Hdac7		4.3315635	
Slc46a1		4.3230968	
Foxi1		4.3202863	
Phactr4		4.3104715	
Itprid2		4.3064585	
Rnf103		4.303817	
Mxi1		4.302707	
Mab21l4		4.2994814	
Gnptab		4.2940865	
Aen		4.2920337	
Bltp2		4.2808876	
Ankrd22		4.277357	
Cnn2		4.2767735	
Hdac5		4.2704635	
Igtp		4.270045	
Man2b2		4.268856	
Sowahb		4.26483	
Tex49		4.264688	
Erbb2		4.262425	
Tgoln1		4.250928	
Etv1		4.2502522	
Blvrb		4.24873	
Zfp750		4.246556	
Adgrf5		4.244023	
Ccdc71l		4.243322	
Mindy1		4.226491	
Cers2		4.226061	
Gsk3b		4.2241435	
Gna11		4.220925	
Pdgfc		4.21161	
Adgrl2		4.2084374	
Ptprk		4.2064853	
Fuca2		4.198872	
Rassf9		4.1976852	
Creg1		4.1970825	
Cav2		4.1963773	
Max		4.195992	
Orm1		4.194452	
Hk1		4.1918797	
Epha1		4.1877923	
Eif4ebp2		4.1861734	
Slc13a2		4.180469	
Cpne8		4.180277	
Cdc14a		4.179728	
Fads2b		4.178992	
Tpm1		4.1641207	
Ifitm2		4.1626973	
Zfp703		4.159976	
Serpinb5		4.151556	
Farp1		4.1515317	
Slc25a21		4.1504374	
Adgre5		4.1490264	
Chmp3		4.1452055	
Tmprss11g		4.1372104	
Cxcl15		4.134289	
Atp6v0d2		4.132762	
Srd5a1		4.127883	
Arhgap12		4.1269917	
Elovl7		4.1257358	
Sgms2		4.120784	
Arf5		4.118618	
Tmem268		4.1175385	
Bod1		4.1169195	
Gns		4.1167173	
Nbeal2		4.1150007	
Tmprss13		4.114143	
Hspb8		4.109414	
Bcl6		4.1033278	
Plekhg6		4.102518	
Arhgef5		4.1002994	
Plxdc2		4.100262	
Pdcd6ip		4.0996404	
Slfn5		4.0939827	
Arl5a		4.0918317	
Ppp1r1b		4.091053	
Irx3		4.090434	
Paqr8		4.0891223	
Itpripl1		4.088557	
Chst9		4.0857773	
Slc1a5		4.0826297	
Cited2		4.078921	
Atp6ap1		4.077252	
Aldh1a1		4.076117	
Nbeal1		4.0749755	
Prkch		4.073017	
Ifi209		4.0667186	
Lgi2		4.0649295	
Vangl1		4.062941	
Map7		4.061417	
Col4a5		4.0591483	
Atp6v1c2		4.0570474	
Lamp1		4.056963	
Clec2d		4.056383	
Idh2		4.05225	
Reep3		4.047865	
Runx2		4.0476756	
Depp1		4.042906	
Cnpy2		4.038185	
Tmem54		4.0346007	
Sypl		4.0328455	
Upk3bl		4.032787	
Nbl1		4.030491	
Man2b1		4.029116	
Tpm4		4.027719	
R3hdm4		4.0270963	
Osr1		4.026048	
Plekhf2		4.025332	
Tpi1		4.0210924	
Bbln		4.0206614	
B3gnt8		4.020064	
Rnf144b		4.0188785	
Lgmn		4.0102706	
Arl6ip5		4.010104	
Ceacam19		4.008728	
H3f3a		4.006782	
Grpel2		4.005486	
Asprv1		4.00546	
Tmem9		4.0053015	
Peli1		4.004863	
Samhd1		3.997291	
Vat1		3.9961932	
Muc21		3.993703	
Steap4		3.9931188	
Tsc22d1		3.9872694	
Pdlim5		3.9857786	
Ndel1		3.9828188	
Noxo1		3.98193	
Sestd1		3.9808273	
Ypel3		3.9797678	
Plcd3		3.9795845	
Trim47		3.9740083	
Camsap3		3.9649017	
Coq10b		3.959438	
Klf6		3.9574904	
Twsg1		3.9569855	
Pde7a		3.9555469	
Map3k1		3.9513707	
Lrp10		3.949654	
Adrb1		3.9493177	
2510039O18Rik		3.945584	
Gnb2		3.9380693	
Gng12		3.9338124	
Meis2		3.9329288	
Meis1		3.9275353	
Vps54		3.9257991	
Cert1		3.923718	
Atp1b3		3.9162788	
Suds3		3.9145489	
Htra3		3.9132755	
Bach2		3.9068797	
Krt6b		3.9060621	
Ets1		3.9019988	
Notch3		3.9004312	
1700016C15Rik		3.8938344	
Lratd2		3.8851397	
Ndrg2		3.8819945	
Hspb2		3.8813462	
Epha4		3.8806763	
Fbxo34		3.880631	
Fbrsl1		3.8756375	
Gatad2a		3.8742661	
Emp1		3.8717446	
Mansc1		3.866541	
Nipal2		3.8608131	
Neurl1b		3.852405	
Aff1		3.8499596	
Slc27a4		3.8475118	
Ppargc1a		3.8470633	
Ppp1cb		3.8394532	
Cyp4f13		3.8366883	
Ube2b		3.8363647	
Irx5		3.8313181	
Rnf10		3.8302329	
F2rl2		3.829835	
Tmem139		3.8167658	
Mapk14		3.8141434	
Znfx1		3.813627	
Iigp1		3.8135505	
Efnb2		3.8024771	
Junb		3.8020155	
Ctsa		3.799524	
Jag1		3.7944498	
Pard6b		3.788796	
Msl1		3.7885182	
Myzap		3.782558	
Pik3r3		3.7821817	
Fam83h		3.7789233	
Klc3		3.7770288	
Asah2		3.7707431	
Muc13		3.7676165	
Ppp1r37		3.7666602	
Klf13		3.7660427	
Slc25a36		3.7608125	
Hras		3.7586706	
Tlr4		3.7581215	
Pdpn		3.7567196	
Kmt2e		3.7566142	
Tmprss11e		3.7559185	
Gpr87		3.7551193	
Ubxn1		3.7545085	
Tmem125		3.7534757	
Cyb561		3.7523692	
Dhx58		3.7508276	
Tbc1d2b		3.746573	
Zc3hav1		3.746399	
Socs3		3.74623	
Ap2a2		3.7446952	
Acss1		3.7435706	
Ifi207		3.742956	
Slfn8		3.7391872	
Ctdsp1		3.7362309	
Vcpkmt		3.7305772	
Arhgef26		3.7305655	
Oas1g		3.7267478	
Eif4g3		3.7251503	
Atp2b1		3.7232049	
Crk		3.7212965	
Ddah2		3.719423	
Rab27a		3.717054	
Ildr1		3.7125554	
Atp6v1g3		3.7109537	
Zfp467		3.7101972	
Yap1		3.7004628	
Mylip		3.7001789	
Gbp7		3.6969218	
Cdc42bpb		3.695467	
Pfkfb4		3.6954596	
Enc1		3.6940095	
Cln3		3.6904397	
Ppp2ca		3.6902912	
Ces2f		3.6893613	
Hdgf		3.6868312	
C1galt1		3.6850107	
Arhgef18		3.684747	
Ubtd1		3.6825302	
